Year,Ranking,Stock_Performance_Year,Stock_Performance,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Average Rank,Years Appeared,Original Currency,ReportDate_2024,TotalRevenueIncr,NetIncomeIncr,OperatingIncomeIncr,GrossProfitIncr,DilutedEPSIncr,TotalRevenue,NetIncome,OperatingIncome,GrossProfit,DilutedEPS
2018,0,2017,17.2778176078358,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,,,,,,,,,,
2019,0,2018,-44.4841715814658,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,,,,,,,,,,
2020,0,2019,-9.83973073163135,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,,,,,,,,,,
2021,0,2020,-7.32044445416796,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,,,,,,,,,,
2022,0,2021,13.7464497464973,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,,,,,,7302011648.0,1992102506.0,2490128133.0,5503183174.0,2.251137507
2023,0,2022,23.4383698935732,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,-6.976645978639776,-135.44891641233644,-135.44891639517894,-135.44891638745952,-136.98630138811862,6792576146.0,-706178752.2,-882723440.0,-1950818802.0,-0.832612503
2024,0,2023,37.203038937145,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,20.504380989827773,-564.235807830073,-564.2358079898728,-564.2358080983885,-557.4074072005618,8185351838.0,3278334635.0,4097918294.0,9056399430.0,3.808431262
2025,0,2024,25.2450437463332,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,6.268954727367945,11.13253693212438,11.132536919243906,11.132536918151366,12.550607274161171,8698487839.0,3643296449.0,4554120561.0,10064606440.0,4.286412513
2016,0,2015,22.8414503320262,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,,,,,,,,,,
2019,0,2018,-9.1545096152476,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,,,,,,,,,,
2020,0,2019,40.6946218490684,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,,,,,,,,,,
2021,0,2020,-22.0812674130874,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,,,,,,,,,,
2022,0,2021,9.24250429677835,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,,,,,,325419524.2,338989867.7,206511068.8,256358568.2,3.015572172
2023,0,2022,-30.8019878869587,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,2.931461602819231,-211.17717003079613,2.4072869453862418,1.5723270450064966,-211.3170557869175,334959072.6,-376879341.6,211482382.8,260389363.3,-3.356846157
2024,0,2023,-1.13746110292238,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,6.698756515484808,69.8395722043471,-1.9059720467647498,-0.1547987578646228,69.80867756222288,357397165.3,-640090261.5,207451587.7,259986283.8,-5.700216067
2025,0,2024,-15.4780849031369,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,4.398496246271144,-124.32829554929887,2.072538825886276,2.687338500278221,-124.26163818607404,373117266.2,155723050.6,211751102.4,266972995.3,1.382965798
2016,0,2015,40.3008156007639,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,,,,,,,,,,
2017,0,2016,-1.29303569502248,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,11.2139788246137,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,,,,,,,,,,
2020,0,2019,36.9228170713244,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,1.49729771331932,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,6.90826989245541,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,,,,,,5018286490.0,1391259377.0,1911558412.0,2587464121.0,7.567567747
2023,0,2022,11.9401212941698,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,19.752944953925898,23.53476069329666,29.919980755471677,33.13627880059791,23.40425531971124,6009545858.0,1718688942.0,2483496321.0,3444853446.0,9.338700624
2024,0,2023,18.3222361550611,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,16.665071865069375,15.364025714433204,17.51412427399364,20.42533300849165,15.024630540078451,7011040994.0,1982748753.0,2918458953.0,4148476234.0,10.74180589
2025,0,2024,22.0820022120196,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,15.211364644889139,13.02204177959203,12.925599025891113,13.603725974726169,13.276231246438947,8077516005.0,2240943124.0,3295687255.0,4712823573.0,12.16791288
2019,0,2018,2.13096901928214,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,,,,,,,,,,
2020,0,2019,14.89920077548,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,,,,,,,,,,
2021,0,2020,-6.21451172738177,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,,,,,,,,,,
2022,0,2021,38.018657096407,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,,,,,,17622553769.0,3681457082.0,5163727960.0,10649929416.0,1.569463
2023,0,2022,-9.75823245478522,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,6.349567977873708,7.0409227712409335,3.561091568425692,7.95323686115217,7.96055720969529,18741509800.0,3940665632.0,5347613041.0,11496943528.0,1.694401
2024,0,2023,-21.8632564970865,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,9.676329278444792,12.798202514432466,3.728522566447979,6.689225446111107,15.498043261305913,20555000000.0,4445000000.0,5547000000.0,12266000000.0,1.957
2025,0,2024,-12.2878695465025,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,-1.3913889564582826,-12.935883014623172,8.184604290607536,-0.5543779553236589,-11.701584057230459,20269000000.0,3870000000.0,6001000000.0,12198000000.0,1.728
2018,0,2017,23.9246063448894,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,,,,,,,,,,
2019,0,2018,-4.79645886954285,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,,,,,,,,,,
2020,0,2019,26.0284434117116,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,,,,,,,,,,
2021,0,2020,1.97266907454116,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,,,,,,,,,,
2022,0,2021,32.4066653925735,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,,,,,,5483669810.0,2507598350.0,3134497938.0,6927240443.0,1.191973001
2023,0,2022,1.07510445146584,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,18.048384189638142,31.69094715666885,31.690947151613663,31.69094715368753,30.730896982791638,6473383605.0,3302280018.0,4127850023.0,9122548551.0,1.558276996
2024,0,2023,18.6835738412621,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,24.261703397075294,18.353519589385712,18.353519575049734,18.353519574488477,33.545107984126346,8043936735.0,3908364628.0,4885455785.0,10796857285.0,2.081002697
2025,0,2024,15.0111406123082,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,4.39256131220679,15.940523832823922,15.94052383794115,15.940523835496823,18.125594673364322,8397271588.0,4531378423.0,5664223029.0,12517932894.0,2.458196811
2017,0,2016,5.10851070468869,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,,,,,,,,,,
2018,0,2017,14.9208958925638,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,,,,,,,,,,
2020,0,2019,32.9956673321167,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,,,,,,,,,,
2021,0,2020,12.1931882917279,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,,,,,,,,,,
2024,0,2023,36.54596715143,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,7.981505236893669,25.70303196848951,23.529066353493835,15.092965949820789,25.721784776902883,15320200000.0,1372300000.0,2103700000.0,6165300000.0,4.79
2025,0,2024,20.5349068474276,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,2.749311366692341,53.93135611746702,24.233493368826352,10.971080077206299,53.86221294363257,15741400000.0,2112400000.0,2613500000.0,6841700000.0,7.37
2016,0,2015,30.4753086368365,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,,,,,,,,,,
2017,0,2016,-15.3792339604304,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,,,,,,,,,,
2018,0,2017,15.711658537924,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,9.97088738859562,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,,,,,,,,,,
2020,0,2019,39.5721987488853,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,119.465684169426,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,-5.88744347792597,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,,,,,,2024764855.0,753816004.0,672056370.1,1672738395.0,0.715021294
2023,0,2022,-5.94149427868129,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,35.09499679655394,-5.98251868635041,54.00177634593333,40.70787088019224,9.374934643554814,2735356016.0,708718820.7,1034978748.0,2353674581.0,0.782054073
2016,0,2015,23.5821855689099,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,,,,,,,,,,
2018,0,2017,20.1599147134542,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,,,,,,,,,,
2019,0,2018,34.6794419406507,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,,,,,,,,,,
2020,0,2019,52.9984937582953,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,,,,,,,,,,
2021,0,2020,16.9217422127679,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,,,,,,,,,,
2022,0,2021,42.8196641265368,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,,,,,,5232500000.0,1503100000.0,1586800000.0,3983600000.0,2.38
2023,0,2022,-42.1941610160955,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,-14.687052078356427,1.2507484531967268,-3.00604991177212,-6.107540917762828,2.521008403361347,4464000000.0,1521900000.0,1539100000.0,3740300000.0,2.44
2024,0,2023,0.315745108570567,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,12.231182795698924,-7.852027071423878,-3.4370736144500036,7.78814533593562,-5.737704918032792,5010000000.0,1402400000.0,1486200000.0,4031600000.0,2.3
2025,0,2024,-1.91571479834368,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,81.0,1,USD,2024-12-31,8.572854291417165,197.67541357672562,-0.41044273987350294,7.2030955451929755,203.04347826086956,5439500000.0,4174600000.0,1480100000.0,4322000000.0,6.97
2016,0,2015,76.5882648671644,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,,,,,,,,,,
2017,0,2016,-13.3223081135792,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,,,,,,,,,,
2018,0,2017,-3.21972803808792,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,,,,,,,,,,
2020,0,2019,1.62797163166565,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,40.66666667,6,JPY,2025-03-31,,,,,,,,,,
2016,0,2015,-7.85207229718115,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,,,,,,,,,,
2017,0,2016,15.4551714027576,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,,,,,,,,,,
2018,0,2017,21.0067629900707,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,,,,,,,,,,
2020,0,2019,29.3437846695402,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,,,,,,,,,,
2021,0,2020,4.29066619825896,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,,,,,,,,,,
2022,0,2021,29.1729937703464,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,,,,,,12949446856.0,482186024.1,677719775.2,2472156820.0,2.358361742
2023,0,2022,-31.301762794223,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,7.362036445273165,-128.21718683239624,-116.12167299792257,-26.188292213598324,-28.715034930379225,13902789853.0,-136059331.3,-109259766.0,1824741168.0,1.681157344
2024,0,2023,-23.7981122169592,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,-0.31806050057253926,295.98484848646314,252.83018883639195,-3.2084957048549474,-129.49110972684778,13858570570.0,-538774336.9,-385501438.7,1766194426.0,-0.495791957
2025,0,2024,-15.5718853338082,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,36.0,1,SEK,2024-12-31,1.2636573888731153,-73.3307824706823,-120.32085561448775,18.465129840693994,302.49480267385616,14033695421.0,-143686899.9,78337190.75,2092324520.0,-1.995536859
2016,0,2015,26.8453803921404,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,,,,,,,,,,
2017,0,2016,-9.44457924577175,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,,,,,,,,,,
2020,0,2019,16.9651119629799,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,,,,,,,,,,
2021,0,2020,29.2850882773005,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,,,,,,,,,,
2022,0,2021,66.5199173757367,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,,,,,,28318400000.0,5581700000.0,7933000000.0,21005600000.0,5.852967
2023,0,2022,35.1408839192975,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,0.7874738685801458,11.879893222494939,9.079793268624732,4.313135544807099,12.288605078415792,28541400000.0,6244800000.0,8653300000.0,21911600000.0,6.572215
2024,0,2023,60.7245323291926,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,19.560007567953917,-16.083781706379707,24.661111945731687,23.413625659468043,-11.749691694504822,34124100000.0,5240400000.0,10787300000.0,27041900000.0,5.8
2025,0,2024,34.1966407441428,LLY,Eli Lilly and Co,USA,Health Care,47000.0,41.5,2,USD,2024-12-31,31.996741305997812,102.08381039615297,62.24356419122486,35.43574970693627,101.89655172413796,45042700000.0,10590000000.0,17501700000.0,36624400000.0,11.71
2016,0,2015,62.4111561859884,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,,,,,,,,,,
2017,0,2016,-8.298556897991,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,,,,,,,,,,
2018,0,2017,10.7740746479488,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,14.3501538272402,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,,,,,,,,,,
2020,0,2019,42.8742176333883,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,-5.92548864231496,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,24.4152402650459,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,,,,,,2297757386.0,395169647.1,493387015.7,1419551500.0,2.47268551
2023,0,2022,-5.29069033675076,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,6.586916265492966,8.87660068464807,9.487179477876962,6.02770797677999,8.372093020434296,2449108741.0,430247278.7,540195527.4,1505117919.0,2.679701041
2025,0,2024,5.1331868529424,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,59.0,1,EUR,2024-12-31,0.5044714466100084,-4.477611925425444,1.7815971657554872,3.3025099227872405,-4.700854692914938,2520414091.0,412190924.1,558481899.4,1618861453.0,2.564692413
2018,0,2017,4.8647942748249,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,3.96784199505926,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,,,,,,,,,,
2020,0,2019,6.02625160545124,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,-17.4895000532241,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,22.6159426896541,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,,,,,,1122123086.0,464434743.6,665292712.7,1065706753.0,1.95284651
2023,0,2022,-16.8894298568794,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,-1.9049161599728464,-6.946556183528392,-17.16124548195431,-2.285912792747406,-9.051825685982877,1100747582.0,432172523.2,551120197.1,1041345626.0,1.776078248
2024,0,2023,8.41335095029374,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,-5.175007870242135,-8.847339094323978,-35.831669105780996,-5.943453571485012,-6.889853030844609,1043783808.0,393936754.6,353644631.7,979453732.2,1.653709067
2025,0,2024,-15.3942239062235,ENG.MC,Enagas SA,Spain,Utilities,1395.0,8.0,2,EUR,2024-12-31,-0.22301303988038107,-187.38234538423035,-6.419962658802608,-0.6401803570563896,-8.811461151648876,1041456034.0,-344231175.5,330940778.4,973183461.8,1.507993135
2019,0,2018,-9.1921476278951,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,,,,,,,,,,
2020,0,2019,30.4926693703777,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,,,,,,,,,,
2021,0,2020,-15.3710767886239,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,,,,,,,,,,
2022,0,2021,28.352713937248,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,,,,,,34260114854.0,4504596266.0,5680784271.0,10566040393.0,2.088898252
2023,0,2022,11.6503164584368,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,13.252320963745708,-51.47842947663626,4.855861635306235,12.991664946780029,-55.400696845429685,38800375237.0,2185700854.0,5956635295.0,11938744959.0,0.931634064
2024,0,2023,-3.76247191297662,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,-18.12076760096721,106.16050617144519,10.82600194679201,7.72419679092669,121.87499994633085,31769449412.0,4506051944.0,6601500748.0,12860917114.0,2.067063079
2025,0,2024,35.5353964628681,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,32.33333333,3,CAD,2024-12-31,22.50681573442435,-12.114359549868519,8.478500561702882,9.032258062961029,-17.605633794981053,38919740851.0,3960172610.0,7161209026.0,14022548337.0,1.703143523
2016,0,2015,8.93329352578521,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,,,,,,,,,,
2017,0,2016,12.7610462687023,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,,,,,,,,,,
2018,0,2017,28.0420996444787,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,3.04963803340369,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,20.3145559578137,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,-11.9035746149336,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,,,,,,78633699388.0,3667625159.0,-7077630990.0,21945946465.0,0.356526748
2023,0,2022,-23.9514126736338,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,50.15826664517705,-47.25619317303849,278.74553134904255,-75.2698878507904,-51.612903108184184,118075000000.0,1934445129.0,-26806211100.0,5427257173.0,0.172512943
2024,0,2023,42.0982922534379,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,-19.643473793775144,104.39952437648077,-125.95675304519258,611.6973934855768,113.33333290824443,94880968318.0,3953996643.0,6958022016.0,38625647838.0,0.368027611
2025,0,2024,8.77439578183754,ENEL.MI,Enel SpA,Italy,Real Estate,60584.0,8.0,1,EUR,2024-12-31,-14.363810470739594,104.07213496969072,79.35537190458926,12.791424741203327,109.37499985564942,81252445856.0,8069005366.0,12479586264.0,43566418512.0,0.77055781
2016,0,2015,3.1622490611623,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,,,,,,,,,,
2017,0,2016,7.68683921919695,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,,,,,,,,,,
2020,0,2019,57.8098947994221,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,,,,,,,,,,
2021,0,2020,-10.9193315144714,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,,,,,,,,,,
2023,0,2022,1.94465668070871,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,-5.056092317042201,70.30353801478157,-6.1414284731895235,-5.447596907131452,70.30367824836705,2157618913.0,482581694.6,941624865.2,1012828470.0,0.591452193
2024,0,2023,19.8255343298536,EGIE3.SA,Engie Brasil Energia SA,Brazil,Utilities,1247.0,42.0,4,BRL,2024-12-31,-9.732589603046366,28.781572022769385,4.589567533438146,5.688585155984014,28.78147735602361,1947626719.0,621476292.6,984841374.3,1070444080.0,0.761680872
2018,0,2017,-5.53181443672184,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,4.25986680048723,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,,,,,,,,,,
2020,0,2019,7.25863188917288,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,-34.0517598638994,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,51.3692068751057,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,,,,,,88067857173.0,6694652257.0,12737205592.0,16058654779.0,-2.783208807
2023,0,2022,15.4418860636719,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,73.04837984263237,138.56725650388026,78.44695258963046,63.1311322805042,-166.1157024716184,152400000000.0,15971248222.0,22729155224.0,26196665370.0,1.840138054
2024,0,2023,22.346887047036,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,-29.276246719160103,-65.64412760524435,-53.11440570502393,-45.55272631632658,146.87500001018947,107783000000.0,5487061659.0,10656699505.0,14263370090.0,4.542840821
2025,0,2024,-9.50086532759381,ENI.MI,Eni SpA,Italy,Energy,32492.0,45.5,2,EUR,2024-12-31,-5.250364157612982,-45.00104800079849,-26.386790419310035,-18.698597001769308,-64.5569620322825,102124000000.0,3017826408.0,7844738541.0,11596319998.0,1.610120797
2016,0,2015,-75.5244758509325,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,,,,,,,,,,
2017,0,2016,-70.5539367111985,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,,,,,,,,,,
2018,0,2017,136.274522636909,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,,,,,,,,,,
2019,0,2018,102.092038146571,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,,,,,,,,,,
2020,0,2019,447.948168729081,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,,,,,,,,,,
2021,0,2020,555.783038195794,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,,,,,,,,,,
2022,0,2021,4.31449739537504,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,,,,,,1382049000.0,145449000.0,215832000.0,554422000.0,1.02
2023,0,2022,43.0437820906806,ENPH,Enphase Energy Inc,USA,Information Technology,,12.0,2,USD,2024-12-31,68.65197977785158,173.19679062764268,108.79434004225507,75.78577329182464,171.5686274509804,2330853000.0,397362000.0,450645000.0,974595000.0,2.77
2016,0,2015,41.3297665034991,EQIX,Equinix Inc,USA,Information Technology,,70.5,2,USD,2024-12-31,,,,,,,,,,
2017,0,2016,21.7589661873083,EQIX,Equinix Inc,USA,Information Technology,,70.5,2,USD,2024-12-31,,,,,,,,,,
2018,0,2017,29.2390060434972,EQIX,Equinix Inc,USA,Information Technology,,70.5,2,USD,2024-12-31,,,,,,,,,,
2019,0,2018,-20.4028815820443,EQIX,Equinix Inc,USA,Information Technology,,70.5,2,USD,2024-12-31,,,,,,,,,,
2020,0,2019,69.4366668695773,EQIX,Equinix Inc,USA,Information Technology,,70.5,2,USD,2024-12-31,,,,,,,,,,
