Year,Ranking,Stock_Performance_Year,Stock_Performance,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Average Rank,Years Appeared,Original Currency,ReportDate_2024,TotalRevenueIncr,NetIncomeIncr,OperatingIncomeIncr,GrossProfitIncr,DilutedEPSIncr,TotalRevenue,NetIncome,OperatingIncome,GrossProfit,DilutedEPS
2018,0,2017,16.3093596,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,,,,,,,,,,
2019,0,2018,0.434493988,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,,,,,,,,,,
2020,0,2019,17.61906267,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,,,,,,,,,,
2021,0,2020,-11.01073362,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,,,,,,,,,,
2022,0,2021,15.58981275,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,,,,,,6218500000.0,600100000.0,823700000.0,4147500000.0,8.07
2023,0,2022,-9.201830344,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,3.619844013829702,-12.897850358273622,-10.999150176034963,0.4412296564195299,-6.071871127633212,6443600000.0,522700000.0,733100000.0,4165800000.0,7.58
2024,0,2023,37.45279253,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,2.9145198336333724,23.64645111918883,10.789796753512482,6.385328148254837,28.10026385224275,6631400000.0,646300000.0,812200000.0,4431800000.0,9.71
2025,0,2024,64.34265089,RL,Ralph Lauren,USA,Consumer Discretionary,15000.0,0.0,0,USD,2025-03-31,6.74970594444612,14.94661921708185,17.372568332922924,9.501782571415678,19.567456230689995,7079000000.0,742900000.0,953300000.0,4852900000.0,11.61
2016,0,2015,-0.491707774215933,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2017,0,2016,3.839561129,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2018,0,2017,-6.392747193,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2019,0,2018,1.788918971,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2020,0,2019,104.4202539,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2021,0,2020,37.79369874,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2022,0,2021,33.19049144,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,,,,,,106000000000.0,6946000000.0,8946000000.0,31042000000.0,14.1
2023,0,2022,-34.13526688,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,2.8301886792452833,-59.97696515980421,-56.98636262016543,-13.620256426776626,-57.588652482269495,109000000000.0,2780000000.0,3848000000.0,26814000000.0,5.98
2024,0,2023,-1.968539268,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,-1.834862385321101,48.84892086330935,48.310810810810814,10.330424405161482,49.49832775919731,107000000000.0,4138000000.0,5707000000.0,29584000000.0,8.94
2025,0,2024,-2.203736112,TGT,Target,USA,Consumer Discretionary,440000.0,0.0,0,USD,2025-01-31,0.0,-1.1358144030932817,-2.4706500788505346,1.6224986479177934,-0.8948545861297548,107000000000.0,4091000000.0,5566000000.0,30064000000.0,8.86
2016,0,2015,-19.1979049494604,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2017,0,2016,49.55098136,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2018,0,2017,63.03317464,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2019,0,2018,-22.82541907,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2020,0,2019,72.56454976,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2021,0,2020,17.78236139,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2022,0,2021,4.566053315,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,,,,,,51761000000.0,2454000000.0,3005000000.0,11640000000.0,9.84
2023,0,2022,-18.16207403,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,-10.554278317652287,-42.1760391198044,-35.374376039933445,-14.845360824742269,-36.077235772357724,46298000000.0,1419000000.0,1942000000.0,9912000000.0,6.29
2024,0,2023,1.600040837,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,-6.1471337854766945,-12.544045102184636,-11.071060762100927,-3.1174334140435835,-9.697933227344997,43452000000.0,1241000000.0,1727000000.0,9603000000.0,5.68
2025,0,2024,14.46240134,BBY,Best Buy,USA,Consumer Discretionary,85000.0,0.0,0,USD,2025-01-31,-4.42787443615944,-25.302175664786464,0.4053271569195136,-2.2701239196084555,-24.647887323943653,41528000000.0,927000000.0,1734000000.0,9385000000.0,4.28
2016,0,2015,13.0360061976824,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2017,0,2016,-3.161342898,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2018,0,2017,32.19326179,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2019,0,2018,0.593232162,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2020,0,2019,34.21111541,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2021,0,2020,36.11351223,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2022,0,2021,61.76082053,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,,,,,,96250000000.0,8442000000.0,12093000000.0,32056000000.0,12.04
2023,0,2022,-21.70352518,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,0.8405194805194804,-23.75029613835584,-15.992723062928969,0.6270277015223359,-15.531561461794013,97059000000.0,6437000000.0,10159000000.0,32257000000.0,10.17
2024,0,2023,12.76100108,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,-11.005676959375226,20.024856299518408,13.761196968205534,-10.580649161422327,29.79351032448377,86377000000.0,7726000000.0,11557000000.0,28844000000.0,13.2
2025,0,2024,14.15494001,LOW,Lowe's Companies,USA,Consumer Discretionary,300000.0,0.0,0,USD,2025-01-31,-3.1293052548710882,-9.953404090085426,-9.440166133079519,-3.3525169879350987,-7.348484848484841,83674000000.0,6957000000.0,10466000000.0,27877000000.0,12.23
2016,0,2015,,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2017,0,2016,,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2018,0,2017,,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2019,0,2018,-16.754719,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2020,0,2019,73.40909784,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2021,0,2020,365.2207808,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2022,0,2021,-66.36492177,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,,,,,,13107769905.0,1083874454.0,962227015.2,8682503968.0,0.758981528
2023,0,2022,39.76007744,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,38.965059892085435,305.9647532757516,340.8144140619842,59.235660461030726,302.94117658684314,18215220299.0,4400148253.0,4241635379.0,13825642538.0,3.058249099
2024,0,2023,71.10278787,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,89.67813889627666,90.33047750811772,93.07583229680526,57.339088901012346,87.7737226466522,34550290859.0,8374823181.0,8189572811.0,21753140004.0,5.742588181
2025,0,2024,-34.39672214,PDD,Pinduoduo,China,Consumer Discretionary,23465.0,0.0,0,CNY,2024-12-31,59.036246705537465,87.30798827596166,84.71064517164838,53.88818047346026,84.64528668593377,54947485808.0,15686712822.0,15127012776.0,33475511348.0,10.60341841
2016,0,2015,37.2700210701556,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2017,0,2016,-17.02544026,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2018,0,2017,59.61463311,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2019,0,2018,-48.48125318,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2020,0,2019,74.29836358,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2021,0,2020,148.943271,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2022,0,2021,-19.59798261,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,,,,,,133000000000.0,-496686441.3,817021292.2,18007115796.0,-0.320892926
2023,0,2022,-16.47870473,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,9.774436090225564,-391.57303372517083,213.25136608232938,13.951776611322014,-379.13043430567865,146000000000.0,1448203725.0,2559330359.0,20519428366.0,0.895709818
2024,0,2023,-49.41428357,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,3.4246575342465753,132.8227360415055,57.59921503748316,8.588252092441355,137.07165114494703,151000000000.0,3371747536.0,4033484556.0,22281688602.0,2.123474055
2025,0,2024,25.86493012,JD,JD.com,China,Consumer Discretionary,570895.0,0.0,0,CNY,2024-12-31,7.28476821192053,71.1383291124321,36.87305428720724,15.130491405832636,76.47831802682421,162000000000.0,5770352395.0,5520753506.0,25653017581.0,3.747471296
2016,0,2015,41.4910951248552,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2017,0,2016,-3.645849824,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2018,0,2017,65.6934282,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2019,0,2018,-27.53096297,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2020,0,2019,-20.50687362,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2021,0,2020,401.8248131,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,,,,,,,,,,
2022,0,2021,27.78512827,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,,,,,,30155898030.0,424860559.2,1059948259.0,3926711760.0,0.147889783
2023,0,2022,-28.10623263,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,96.19502920835417,445.8595004363022,202.43439043188238,156.69109848286905,438.6792453404303,59164372948.0,2319141726.0,3205648056.0,10079519551.0,0.796651567
2024,0,2023,12.80748882,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,42.03519597994946,80.72434935785378,67.18306568211742,54.91242122201029,80.7355517321163,84034233067.0,4191253795.0,5359300695.0,15614427784.0,1.439832605
2025,0,2024,25.58460023,1211.HK,BYD Company,China,Consumer Discretionary,968900.0,0.0,0,CNY,2024-12-31,28.51905236511439,33.9988657260494,41.69855472160627,34.9720209446005,34.10852715062664,108000000000.0,5616232545.0,7594051628.0,21075108739.0,1.9309383
2016,0,2015,-25.9313956834033,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2017,0,2016,2.718773227,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2018,0,2017,27.24864083,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,-14.79802064,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2020,0,2019,31.21686801,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,-10.01768469,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,18.60930449,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,,,,,,293000000000.0,17984963593.0,19040770519.0,55234018993.0,34.59726126
2023,0,2022,-19.84630009,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,11.262798634812286,0.48758289415793316,13.527786306912951,10.46570702872916,0.23656641311844695,326000000000.0,18072655199.0,21616565266.0,61014649601.0,34.67910676
2024,0,2023,2.478976705,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,15.644171779141105,6.954777768733993,39.00367806009057,16.865322704125383,7.181389062974801,377000000000.0,19329568205.0,30047820790.0,71304967153.0,37.16954834
2025,0,2024,-14.66466418,VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608.0,0.0,0,EUR,2024-12-31,0.7957559681697612,-31.33922090630581,-15.701000039144603,-2.482577682423801,-32.80905944416972,380000000000.0,13271832125.0,25330012436.0,69534765952.0,24.97456913
2016,0,2015,-26.5155299762258,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2017,0,2016,17.565516,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2018,0,2017,46.30674027,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2019,0,2018,-5.018387077,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2020,0,2019,32.93118787,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2021,0,2020,23.32734885,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,,,,,,,,,,
2022,0,2021,0.794699897,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,,,,,,573000000000.0,13673000000.0,25942000000.0,144000000000.0,1.623333
2023,0,2022,0.013092782,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,6.631762652705062,-14.576172017845387,-21.255107547606197,2.7777777777777777,-12.320331071936563,611000000000.0,11680000000.0,20428000000.0,148000000000.0,1.423333
2024,0,2023,12.27961111,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,6.055646481178396,32.79965753424657,32.23027217544547,6.756756756756757,34.42623757054744,648000000000.0,15511000000.0,27012000000.0,158000000000.0,1.913333
2025,0,2024,74.8596255,WMT,Walmart,USA,Consumer Staples,2100000.0,0.0,0,USD,2025-01-31,5.092592592592593,25.304622525949327,8.648008292610692,6.962025316455696,25.958210097249157,681000000000.0,19436000000.0,29348000000.0,169000000000.0,2.41
2016,0,2015,19.7347341792551,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,,,,,,,,,,
2017,0,2016,1.338198448,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,,,,,,,,,,
2018,0,2017,21.96074593,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,,,,,,,,,,
2019,0,2018,9.042289759,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,,,,,,,,,,
2020,0,2019,48.64779826,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,,,,,,,,,,
2021,0,2020,31.78315873,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,,,,,,,,,,
2022,0,2021,50.54792422,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,,,,,,196000000000.0,5007000000.0,6708000000.0,25245000000.0,11.27
2023,0,2022,-18.66727209,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,15.816326530612246,16.71659676452966,16.174716756112105,9.217666864725688,16.592724046140205,227000000000.0,5844000000.0,7793000000.0,27572000000.0,13.14
2024,0,2023,48.51588479,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,6.607929515418502,7.665982203969883,4.119081226741947,7.7324822283476,7.7625570776255675,242000000000.0,6292000000.0,8114000000.0,29704000000.0,14.16
2025,0,2024,41.49241285,COST,Costco Wholesale,USA,Consumer Staples,333000.0,0.0,0,USD,2024-08-31,4.958677685950414,17.085187539732992,14.431846191767317,8.049420953406948,16.94915254237287,254000000000.0,7367000000.0,9285000000.0,32095000000.0,16.56
2016,0,2015,-8.9714444431942,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,,,,,,,,,,
2017,0,2016,10.82574611,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,,,,,,,,,,
2018,0,2017,12.96394523,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,,,,,,,,,,
2019,0,2018,2.691074658,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,,,,,,,,,,
2020,0,2019,40.58068854,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,,,,,,,,,,
2021,0,2020,13.3916828,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,,,,,,,,,,
2022,0,2021,19.47873248,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,,,,,,76118000000.0,14306000000.0,17986000000.0,39010000000.0,5.5
2023,0,2022,-3.93808821,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,5.345647547229302,3.0476723053264365,-0.961859223840765,-2.5121763650346063,5.636363636363629,80187000000.0,14742000000.0,17813000000.0,38030000000.0,5.81
2024,0,2023,-0.457036375,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,2.2684475039594947,-0.6037172703839371,1.8020546791669005,3.197475677097029,1.5490533562822848,82006000000.0,14653000000.0,18134000000.0,39246000000.0,5.9
2025,0,2024,17.00585141,PG,Procter & Gamble,USA,Consumer Staples,108000.0,0.0,0,USD,2024-06-30,2.4790868960807746,1.5423462772128573,9.661409507003418,10.051979819599449,2.0338983050847323,84039000000.0,14879000000.0,19886000000.0,43191000000.0,6.02
2016,0,2015,6.53181435077375,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2017,0,2016,1.102004959,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2018,0,2017,14.27184456,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2019,0,2018,6.36571251,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2020,0,2019,21.47700053,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2021,0,2020,1.776875633,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2022,0,2021,11.724911,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,,,,,,38655000000.0,9771000000.0,11039000000.0,23298000000.0,2.25
2023,0,2022,11.34293322,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,11.250808433579097,-2.3436700440077782,9.085967931877887,7.322516954245,-2.6666666666666687,43004000000.0,9542000000.0,12042000000.0,25004000000.0,2.19
2024,0,2023,-4.359339431,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,6.394753976374291,12.282540347935443,8.769307424015944,8.91857302831547,12.785388127853892,45754000000.0,10714000000.0,13098000000.0,27234000000.0,2.47
2025,0,2024,8.715132524,KO,CocaCola,USA,Consumer Staples,69700.0,0.0,0,USD,2024-12-31,2.856580845390567,-0.7746873249953332,7.054512139257901,5.518836748182419,-0.40485829959515096,47061000000.0,10631000000.0,14022000000.0,28737000000.0,2.46
2016,0,2015,9.65815917656293,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2017,0,2016,9.283383188,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2018,0,2017,17.47004815,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2019,0,2018,-4.92419348,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2020,0,2019,29.06007556,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2021,0,2020,10.76413446,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2022,0,2021,20.88621851,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,,,,,,79474000000.0,7618000000.0,11162000000.0,42399000000.0,5.49
2023,0,2022,7.719823399,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,8.704733623575006,16.959831976896822,1.74699874574449,8.05915233849855,16.939890710382507,86392000000.0,8910000000.0,11357000000.0,45816000000.0,6.42
2024,0,2023,-3.252883149,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,5.879016575608852,1.840628507295174,13.700801267940477,8.23729701414353,2.1806853582554466,91471000000.0,9074000000.0,12913000000.0,49590000000.0,6.56
2025,0,2024,-7.634183006,PEP,PepsiCo,USA,Consumer Staples,319000.0,0.0,0,USD,2024-12-31,0.41871194148965246,5.55433105576372,0.054208936730426704,1.0485985077636621,5.945121951219521,91854000000.0,9578000000.0,12920000000.0,50110000000.0,6.95
2016,0,2015,11.8843667857233,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2017,0,2016,-0.540715924,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2018,0,2017,41.40621742,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2019,0,2018,-2.501460903,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2020,0,2019,13.58961303,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2021,0,2020,10.09175415,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,,,,,,,,,,
2022,0,2021,-9.392584965,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,,,,,,61318647165.0,7072620256.0,11254925208.0,25939176786.0,2.712593651
2023,0,2022,-2.345406562,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,14.546945313384915,26.334931391515106,1.0492416414820835,8.93396438953589,28.879310349753524,70238637235.0,8935189948.0,11373016570.0,28256573603.0,3.49597199
2024,0,2023,0.34912344,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,-0.7807167943269109,-15.113844538943203,3.2281278914904457,4.170976954102003,-14.381270915159709,69690272398.0,7584739230.0,11740152090.0,29435148776.0,2.993206787
2025,0,2024,22.14014951,UL,Unilever,United Kingdom,Consumer Staples,115964.0,0.0,0,EUR,2024-12-31,1.9411448893100078,-11.45367658210182,12.040633402049906,8.718967227006347,-10.546874989429199,71043061559.0,6716007729.0,13153740764.0,32001589751.0,2.677517009
2016,0,2015,24.283481011819,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2017,0,2016,21.83936658,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2018,0,2017,9.251360678,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2019,0,2018,-27.98067537,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2020,0,2019,8.885066673,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2021,0,2020,-11.27863683,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2022,0,2021,23.57685368,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,,,,,,21111000000.0,2475000000.0,11560000000.0,13992000000.0,1.34
2023,0,2022,4.416669183,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,-2.003694756288191,132.88888888888889,3.105536332179931,1.815323041738136,138.0597014925373,20688000000.0,5764000000.0,11919000000.0,14246000000.0,3.19
2024,0,2023,-3.739357965,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,-0.8990719257540603,41.047883414295626,-3.1210672036244653,0.2667415414853292,43.2601880877743,20502000000.0,8130000000.0,11547000000.0,14284000000.0,4.57
2025,0,2024,40.12249275,MO,Altria Group,USA,Consumer Staples,14654.0,0.0,0,USD,2024-12-31,-0.28289922934347866,38.54858548585486,0.7188014202823244,0.5810697283674041,43.107221006564544,20444000000.0,11264000000.0,11630000000.0,14367000000.0,6.54
2016,0,2015,14.5482237745866,PM,Philip Morris International,USA,Consumer Staples,83100.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2017,0,2016,9.886078956,PM,Philip Morris International,USA,Consumer Staples,83100.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2018,0,2017,19.45677265,PM,Philip Morris International,USA,Consumer Staples,83100.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2019,0,2018,-32.89452994,PM,Philip Morris International,USA,Consumer Staples,83100.0,0.0,0,USD,2024-12-31,,,,,,,,,,
2020,0,2019,37.28481305,PM,Philip Morris International,USA,Consumer Staples,83100.0,0.0,0,USD,2024-12-31,,,,,,,,,,
