Year-Month-Date,Ticker,Original Currency,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetIncome,DilutedEPS,InterestExpense,NormalizedEBITDA,EBITDA,EBIT,NormalizedIncome,TotalExpenses,DilutedAverageShares,BasicAverageShares,BasicEPS,fullTimeEmployees,sector,industry,marketCap,enterpriseValue,beta,dividendYield,trailingPE,forwardPE,priceToSalesTrailing12Months,priceToBook,totalDebt,debtToEquity,operatingMargins,profitMargins,country,ResearchAndDevelopment
2020-12-31,5NU.F,SGD,,,,,,,-0.08327893803274632,,,,,,,5203195792.0,5203195792.0,-0.08327893803274632,,Real Estate,Real Estate Services,6480811142.039795,11559369835.62732,0.538,4.84,27.833334,,2.9700074,0.6144224,6219913609.981537,55.68,0.23517,0.17016001,Singapore,
2024-12-31,CAS.TO,CAD,3421571666.8367386,2072157952.6662827,1349413714.170456,1203845891.714096,145567822.45635986,-22563012.48073578,-0.22563012480735778,100441797.4948883,361736038.80405426,285312932.01446533,80062302.35099792,42396628.29041481,3276003844.3803787,101119887.0,100865833.0,-0.22563012480735778,9600,Consumer Cyclical,Packaging & Containers,665309464.2844772,2318278390.4894104,0.642,5.27,,6.457143,0.1926019,0.53207767,1633998760.4909363,127.051,0.047659997,-0.00084,Canada,
2023-12-31,CAS.TO,CAD,3375717802.762985,1995007006.764412,1380710795.9985733,1181282879.2333603,199427916.765213,-55315772.53341675,-0.5531577253341675,90252049.92294312,411229098.4392166,240186907.05299377,42214668.51234436,82036290.24642871,3176289885.997772,100964908.0,100542206.0,-0.5531577253341675,9600,Consumer Cyclical,Packaging & Containers,665309464.2844772,2318278390.4894104,0.642,5.27,,6.457143,0.1926019,0.53207767,1633998760.4909363,127.051,0.047659997,-0.00084,Canada,
2022-12-31,CAS.TO,CAD,3250529475.4505157,2064151722.4311829,1186377753.019333,1081568920.8507538,104808832.1685791,-24746529.817581177,-0.24746529817581178,56043611.64569855,300597553.3723831,213256859.8985672,29841403.603553772,39702167.89674759,3145720643.2819366,101092352.0,100647972.0,-0.24746529817581178,9600,Consumer Cyclical,Packaging & Containers,665309464.2844772,2318278390.4894104,0.642,5.27,,6.457143,0.1926019,0.53207767,1633998760.4909363,127.051,0.047659997,-0.00084,Canada,
2021-12-31,CAS.TO,CAD,2879331528.186798,1733712765.455246,1145618762.7315521,1045904804.3489456,99713958.3826065,117909936.18965149,1.157264188528061,62594163.65623474,280218058.22849274,218351733.6845398,34936277.38952637,-6932667.5444841385,2779617569.8041916,102902364.0,101884051.0,1.164542579650879,9600,Consumer Cyclical,Packaging & Containers,665309464.2844772,2318278390.4894104,0.642,5.27,,6.457143,0.1926019,0.53207767,1633998760.4909363,127.051,0.047659997,-0.00084,Canada,
2020-12-31,CAS.TO,CAD,,,,,,,,,,,,,,,,,9600,Consumer Cyclical,Packaging & Containers,665309464.2844772,2318278390.4894104,0.642,5.27,,6.457143,0.1926019,0.53207767,1633998760.4909363,127.051,0.047659997,-0.00084,Canada,
2024-12-31,CLS,USD,9646000000.0,8612300000.0,1033700000.0,415000000.0,618700000.0,428000000.0,3.61,52100000.0,768800000.0,736200000.0,584300000.0,454080000.0,9027300000.0,118700000.0,118100000.0,3.62,21914,Technology,Electronic Components,15732954112.0,16320265216.0,1.642,,38.083797,30.638203,1.5599269,10.124006,1077699968.0,69.225,0.05006,0.04188,Canada,78000000.0
2023-12-31,CLS,USD,7961000000.0,7206900000.0,754100000.0,403700000.0,350400000.0,244400000.0,2.03,78900000.0,480600000.0,515700000.0,384900000.0,216320000.0,7610600000.0,120300000.0,120100000.0,2.04,21914,Technology,Electronic Components,15732954112.0,16320265216.0,1.642,,38.083797,30.638203,1.5599269,10.124006,1077699968.0,69.225,0.05006,0.04188,Canada,60900000.0
2022-12-31,CLS,USD,7250000000.0,6600300000.0,649700000.0,353700000.0,296000000.0,180100000.0,1.18,51700000.0,408800000.0,406700000.0,290800000.0,181681806.775408,6954000000.0,123600000.0,123500000.0,1.18,21914,Technology,Electronic Components,15732954112.0,16320265216.0,1.642,,38.083797,30.638203,1.5599269,10.124006,1077699968.0,69.225,0.05006,0.04188,Canada,46300000.0
2021-12-31,CLS,USD,5634700000.0,5147700000.0,487000000.0,309000000.0,178000000.0,103900000.0,0.82,31700000.0,301300000.0,294000000.0,167700000.0,109448000.0,5456700000.0,126700000.0,126700000.0,0.82,21914,Technology,Electronic Components,15732954112.0,16320265216.0,1.642,,38.083797,30.638203,1.5599269,10.124006,1077699968.0,69.225,0.05006,0.04188,Canada,38400000.0
2020-12-31,CLS,USD,,,,,,,,,,,,,,,,,21914,Technology,Electronic Components,15732954112.0,16320265216.0,1.642,,38.083797,30.638203,1.5599269,10.124006,1077699968.0,69.225,0.05006,0.04188,Canada,
2024-12-31,CMIG4.SA,BRL,7215859191.715717,6645766448.944807,570092742.7709103,60524785.78686714,509567956.9840431,1289685330.6740522,0.4512177143990994,182661628.9615631,1817918116.8079376,2127790523.082018,1878442902.5948048,1053965391.2213594,6706291234.731674,2860681883.0,2860681883.0,0.4512177143990994,5028,Utilities,Utilities - Diversified,6413597487.801514,7559664654.600769,0.547,11.25,4.3795915,6.7062497,0.87161535,1.0996104,2837706741.663513,56.087,0.14438,0.17246,Brazil,
2023-12-31,CMIG4.SA,BRL,6677659749.239683,5986879858.762026,690779890.4776573,389786868.94476414,300993021.5328932,1044505584.6571922,0.3642359863221645,186104655.69794178,1499166325.7926702,1658451615.3335571,1427587612.0626926,910419227.9216737,6376666727.70679,2860681883.0,2860681883.0,0.3642359863221645,5028,Utilities,Utilities - Diversified,6413597487.801514,7559664654.600769,0.547,11.25,4.3795915,6.7062497,0.87161535,1.0996104,2837706741.663513,56.087,0.14438,0.17246,Brazil,
2022-12-31,CMIG4.SA,BRL,6245106863.990426,5752754040.688276,492352823.3021498,590026055.4552078,-97673232.15305805,741519231.8558693,0.33705419629812244,169433157.81652927,1083103726.491332,1130218829.1996717,916026323.8102198,694700954.2945921,6342780096.143484,2860681883.0,2860681883.0,0.33705419629812244,5028,Utilities,Utilities - Diversified,6413597487.801514,7559664654.600769,0.547,11.25,4.3795915,6.7062497,0.87161535,1.0996104,2837706741.663513,56.087,0.14438,0.17246,Brazil,
2021-12-31,CMIG4.SA,BRL,6097056714.326143,4878768885.448575,1218287828.8775682,175775575.48880577,1042512253.3887625,679725962.5345469,0.23696939573413134,211474326.38704777,1374854939.416051,1253080520.1083422,1062989201.8735409,776984825.1993331,5054544460.937381,2860681881.0,2860681881.0,0.23696939573413134,5028,Utilities,Utilities - Diversified,6413597487.801514,7559664654.600769,0.547,11.25,4.3795915,6.7062497,0.87161535,1.0996104,2837706741.663513,56.087,0.14438,0.17246,Brazil,
2020-12-31,CMIG4.SA,BRL,,,,,,,,,,,,,,,,,5028,Utilities,Utilities - Diversified,6413597487.801514,7559664654.600769,0.547,11.25,4.3795915,6.7062497,0.87161535,1.0996104,2837706741.663513,56.087,0.14438,0.17246,Brazil,
2024-12-31,CNA.L,GBP,26755074257.850647,21263787736.8927,5491286520.957947,2873956904.411316,2617329616.546631,1789673023.223877,0.33724318981170653,361427960.395813,4017359113.6932373,3252851643.562317,2617329616.546631,2411205302.3952327,24137744641.304016,5306772908.0,5187000000.0,0.3453047800064087,21038,Utilities,Utilities - Independent Power Producers,10863632125.20752,7927046338.891602,0.63,2.7,6.7240005,0.11229125,0.40604004,190.37373,4718717460.632324,72.984,0.21927,0.06689,United Kingdom,
2023-12-31,CNA.L,GBP,35548925561.90491,22619478487.968445,12929447073.936462,2783935813.9038086,10145511260.032654,5278997979.164124,0.9324572658538818,411141099.9298096,11482391633.987427,9804237275.123596,9108253321.647644,6403361399.60289,25403414301.872253,5661383285.0,5569000000.0,0.9485804462432861,21038,Utilities,Utilities - Independent Power Producers,10863632125.20752,7927046338.891602,0.63,2.7,6.7240005,0.11229125,0.40604004,190.37373,4718717460.632324,72.984,0.21927,0.06689,United Kingdom,
2022-12-31,CNA.L,GBP,31898368802.070618,29150710144.04297,2747658658.027649,2515216140.7470703,232442517.2805786,-1050693922.0428467,-0.17869858264923097,295591640.4724121,1330162382.1258545,679860773.0865479,-219006533.6227417,-621494860.0769043,31665926284.79004,5869000000.0,5869000000.0,-0.17869858264923097,21038,Utilities,Utilities - Independent Power Producers,10863632125.20752,7927046338.891602,0.63,2.7,6.7240005,0.11229125,0.40604004,190.37373,4718717460.632324,72.984,0.21927,0.06689,United Kingdom,
2021-12-31,CNA.L,GBP,19810014305.114746,17621292567.253113,2188721737.8616333,2288148016.9296265,-99426279.06799316,1625754022.5982666,0.27543766498565675,263345279.69360352,369489550.59051514,2325768771.17157,1293885226.2496948,127097048.0196481,19909440584.18274,5902439024.0,5836000000.0,0.2781248617172241,21038,Utilities,Utilities - Independent Power Producers,10863632125.20752,7927046338.891602,0.63,2.7,6.7240005,0.11229125,0.40604004,190.37373,4718717460.632324,72.984,0.21927,0.06689,United Kingdom,
2020-12-31,CNA.L,GBP,,,,,,,,,,,,,,,,,21038,Utilities,Utilities - Independent Power Producers,10863632125.20752,7927046338.891602,0.63,2.7,6.7240005,0.11229125,0.40604004,190.37373,4718717460.632324,72.984,0.21927,0.06689,United Kingdom,
2024-07-31,CSCO,USD,53803000000.0,18975000000.0,34828000000.0,21858000000.0,12970000000.0,10320000000.0,2.54,1006000000.0,16702000000.0,15747000000.0,13240000000.0,11126020000.0,40833000000.0,4062000000.0,4043000000.0,2.55,,,,266824794112.0,,,2.47,27.502039,17.276922,,5.8086205,,,,,,7983000000.0
2023-07-31,CSCO,USD,56998000000.0,21245000000.0,35753000000.0,20191000000.0,15562000000.0,12613000000.0,3.07,427000000.0,18179000000.0,17471000000.0,15745000000.0,13195684000.0,41436000000.0,4105000000.0,4093000000.0,3.08,,,,266824794112.0,,,2.47,27.502039,17.276922,,5.8086205,,,,,,7551000000.0
2022-07-31,CSCO,USD,51557000000.0,19309000000.0,32248000000.0,18273000000.0,13975000000.0,11812000000.0,2.82,360000000.0,16343000000.0,16794000000.0,14837000000.0,11443984000.0,37582000000.0,4192000000.0,4170000000.0,2.83,,,,266824794112.0,,,2.47,27.502039,17.276922,,5.8086205,,,,,,6774000000.0
2021-07-31,CSCO,USD,49818000000.0,17924000000.0,31894000000.0,18175000000.0,13719000000.0,10591000000.0,2.5,434000000.0,16119000000.0,15558000000.0,13696000000.0,11039239000.0,36099000000.0,4236000000.0,4222000000.0,2.51,,,,266824794112.0,,,2.47,27.502039,17.276922,,5.8086205,,,,,,6549000000.0
2024-12-31,C09.SI,SGD,2535713203.0447125,1402472694.1668987,1133240508.8778138,812592489.8603559,320648019.01745796,156052857.46598244,,425654795.8447933,738403121.4924455,930556128.1023026,715585402.5214314,-3434138.020198941,2215065184.0272546,,,,8354,Real Estate,Real Estate - Development,3483440156.1264954,12231639431.099426,0.517,1.6,23.952383,13.594595,1.3737516,0.5102455,10834127362.98822,150.14,0.14564,0.061539996,Singapore,
2023-12-31,C09.SI,SGD,3830177686.4987016,2552265273.746848,1277912412.7518535,766078791.4347649,511833621.3170886,245969522.34846354,0.25812951546907426,344254079.4816613,815830348.677516,907486480.9255004,710571643.6443925,178317440.81757167,3318344065.181613,951518047.0,906901330.0,0.2604550065994263,8354,Real Estate,Real Estate - Development,3483440156.1264954,12231639431.099426,0.517,1.6,23.952383,13.594595,1.3737516,0.5102455,10834127362.98822,150.14,0.14564,0.061539996,Singapore,
2022-12-31,C09.SI,SGD,2552934240.0286794,1586346177.1889925,966588062.8396869,829085648.1205225,137502414.71916437,996334970.2154398,1.0464710086584093,186090451.23302937,539931755.481422,1839664251.5093684,1625388847.7764726,76398787.29780343,2415431825.309515,951900228.0,906901330.0,1.087554685294628,8354,Real Estate,Real Estate - Development,3483440156.1264954,12231639431.099426,0.517,1.6,23.952383,13.594595,1.3737516,0.5102455,10834127362.98822,150.14,0.14564,0.061539996,Singapore,
2021-12-31,C09.SI,SGD,2035465953.7027478,1277578317.192793,757887636.5099549,581884390.6366825,176003245.87327242,65666443.37517023,0.061237933099269865,140259672.03605175,499527897.41897583,527695796.31721973,306767162.46038675,42287087.28962779,1859462707.8294754,906901330.0,906901330.0,0.061237933099269865,8354,Real Estate,Real Estate - Development,3483440156.1264954,12231639431.099426,0.517,1.6,23.952383,13.594595,1.3737516,0.5102455,10834127362.98822,150.14,0.14564,0.061539996,Singapore,
2020-12-31,C09.SI,SGD,,,,,,,-1.6495483751296998,,,,,,,906901330.0,906901330.0,-1.6495483751296998,8354,Real Estate,Real Estate - Development,3483440156.1264954,12231639431.099426,0.517,1.6,23.952383,13.594595,1.3737516,0.5102455,10834127362.98822,150.14,0.14564,0.061539996,Singapore,
2024-12-31,CLH,USD,5889952000.0,4065713000.0,1824239000.0,1154007000.0,670232000.0,402299000.0,7.42,154401000.0,1089137000.0,1088766000.0,687844000.0,402578734.0,5219720000.0,54199000.0,53902000.0,7.46,22796,Industrials,Waste Management,12323307520.0,14729880576.0,1.174,,31.900139,27.710842,2.072814,4.797864,3215130880.0,125.043,0.07795,0.06579,United States,
2023-12-31,CLH,USD,5409152000.0,3746124000.0,1663028000.0,1050589000.0,612439000.0,377856000.0,6.95,120525000.0,992445000.0,989565000.0,623804000.0,380018880.0,4796713000.0,54382000.0,54071000.0,6.99,22796,Industrials,Waste Management,12323307520.0,14729880576.0,1.174,,31.900139,27.710842,2.072814,4.797864,3215130880.0,125.043,0.07795,0.06579,United States,
2022-12-31,CLH,USD,5166605000.0,3543930000.0,1622675000.0,987928000.0,634747000.0,411744000.0,7.56,112270000.0,989420000.0,997862000.0,650268000.0,405285870.0,4531858000.0,54487000.0,54223000.0,7.59,22796,Industrials,Waste Management,12323307520.0,14729880576.0,1.174,,31.900139,27.710842,2.072814,4.797864,3215130880.0,125.043,0.07795,0.06579,United States,
2021-12-31,CLH,USD,3805566000.0,2609837000.0,1195729000.0,847842000.0,347887000.0,203247000.0,3.71,79875000.0,647725000.0,647725000.0,349590000.0,203247000.0,3457679000.0,54761000.0,54514000.0,3.73,22796,Industrials,Waste Management,12323307520.0,14729880576.0,1.174,,31.900139,27.710842,2.072814,4.797864,3215130880.0,125.043,0.07795,0.06579,United States,
2024-12-31,KO,USD,47061000000.0,18324000000.0,28737000000.0,14715000000.0,14022000000.0,10631000000.0,2.46,1656000000.0,17803000000.0,15817000000.0,14742000000.0,12247604000.0,33039000000.0,4320000000.0,4309000000.0,2.47,69700,Consumer Defensive,Beverages - Non-Alcoholic,300179783680.0,334041710592.0,0.464,2.96,28.008032,23.48148,6.401787,11.455322,49970999296.0,180.05,0.33534,0.22999,United States,
2023-12-31,KO,USD,45754000000.0,18520000000.0,27234000000.0,14136000000.0,13098000000.0,10714000000.0,2.47,1527000000.0,16697000000.0,15607000000.0,14479000000.0,11614340000.0,32656000000.0,4339000000.0,4323000000.0,2.48,69700,Consumer Defensive,Beverages - Non-Alcoholic,300179783680.0,334041710592.0,0.464,2.96,28.008032,23.48148,6.401787,11.455322,49970999296.0,180.05,0.33534,0.22999,United States,
2022-12-31,KO,USD,43004000000.0,18000000000.0,25004000000.0,12962000000.0,12042000000.0,9542000000.0,2.19,882000000.0,14961000000.0,13828000000.0,12568000000.0,10469927000.0,30962000000.0,4350000000.0,4328000000.0,2.2,69700,Consumer Defensive,Beverages - Non-Alcoholic,300179783680.0,334041710592.0,0.464,2.96,28.008032,23.48148,6.401787,11.455322,49970999296.0,180.05,0.33534,0.22999,United States,
2021-12-31,KO,USD,38655000000.0,15357000000.0,23298000000.0,12259000000.0,11039000000.0,9771000000.0,2.25,1597000000.0,14361000000.0,15474000000.0,14022000000.0,8892843000.0,27616000000.0,4340000000.0,4315000000.0,2.26,69700,Consumer Defensive,Beverages - Non-Alcoholic,300179783680.0,334041710592.0,0.464,2.96,28.008032,23.48148,6.401787,11.455322,49970999296.0,180.05,0.33534,0.22999,United States,
2020-12-31,KO,USD,,,,,,,,,,,,,,,,,69700,Consumer Defensive,Beverages - Non-Alcoholic,300179783680.0,334041710592.0,0.464,2.96,28.008032,23.48148,6.401787,11.455322,49970999296.0,180.05,0.33534,0.22999,United States,
2024-12-31,CCEP,EUR,23505463465.92903,15212191274.285316,8293272191.643715,5377803462.505341,2915468729.1383743,1630822350.2635956,3.5422657537460327,278320880.651474,4041403200.864792,3577918428.54023,2504887925.863266,1976520703.175098,20589994736.790657,461000000.0,460000000.0,3.5422657537460327,41000,Consumer Defensive,Beverages - Non-Alcoholic,48922686397.45264,60810724880.0249,0.644,2.37,26.268362,20.43736,2.0813327,5.048317,13163887161.411377,127.39,0.13327,0.06938,United Kingdom,
2023-12-31,CCEP,EUR,21048879163.980484,13320299337.625504,7728579826.35498,4926969639.3013,2801610187.0536804,1919494007.4682236,4.17481320977211,186313977.95677185,3742380767.10701,3630822397.5896835,2719954060.9121323,2004055251.562357,18247268976.926804,459000000.0,459000000.0,4.186314072608948,41000,Consumer Defensive,Beverages - Non-Alcoholic,48922686397.45264,60810724880.0249,0.644,2.37,26.268362,20.43736,2.0813327,5.048317,13163887161.411377,127.39,0.13327,0.06938,United Kingdom,
2022-12-31,CCEP,EUR,19919494433.403015,12761357403.755188,7158137029.647827,4589994358.181953,2568142671.4658737,1734330115.7951355,3.783783873319626,186313977.95677185,3544565926.3134003,3375503242.611885,2437032835.125923,1865691821.0312128,17351351761.93714,458000000.0,457000000.0,3.7952847361564634,41000,Consumer Defensive,Beverages - Non-Alcoholic,48922686397.45264,60810724880.0249,0.644,2.37,26.268362,20.43736,2.0813327,5.048317,13163887161.411377,127.39,0.13327,0.06938,United Kingdom,
2021-12-31,CCEP,EUR,15828637522.33982,9979298683.524132,5849338838.815689,3893042070.2695847,1956296768.5461044,1129384730.5774689,2.47268550992012,175963201.40361786,2877515881.7768097,2664749919.295311,1765382445.4545975,1280448563.939333,13872340753.793716,457000000.0,456000000.0,2.47268550992012,41000,Consumer Defensive,Beverages - Non-Alcoholic,48922686397.45264,60810724880.0249,0.644,2.37,26.268362,20.43736,2.0813327,5.048317,13163887161.411377,127.39,0.13327,0.06938,United Kingdom,
2024-08-31,CCA.TO,CAD,2166430585.8454704,352509950.2167702,1813920635.6287003,1606899173.4050512,559531412.4404192,244214768.70036125,5.698980249166489,196895764.49358463,1054165050.4342318,990262959.8932266,500021830.9420347,298531545.6602156,1606899173.4050512,42846619.0,42660031.0,5.728093813657761,,Communication Services,Telecom Services,2107807722.0035095,6072750810.733765,0.597,5.39,8.873548,8.396826,0.97525644,0.91162163,3682166623.617676,136.049,0.23698999,0.11033,Canada,
2023-08-31,CCA.TO,CAD,2171965074.455261,359639134.3215704,1812325940.1336908,1589257081.1624527,582707993.2928085,285511632.09211826,6.368592232465744,185815141.84820652,1039986016.68787,1010601696.0468292,559002273.4057903,309459853.4145665,1589257081.1624527,44855862.0,44656378.0,6.390427405834197,,Communication Services,Telecom Services,2107807722.0035095,6072750810.733765,0.597,5.39,8.873548,8.396826,0.97525644,0.91162163,3682166623.617676,136.049,0.23698999,0.11033,Canada,
2022-08-31,CCA.TO,CAD,2111209432.3966503,319964624.3110895,1791244808.0855608,1549333650.1755714,561875782.2210789,308093568.38977337,6.616057530641556,135215766.76237583,1012720435.7026815,987153631.2055588,535104403.99312973,329211748.9043968,1549333650.1755714,46569653.0,46228842.0,6.667006268501281,,Communication Services,Telecom Services,2107807722.0035095,6072750810.733765,0.597,5.39,8.873548,8.396826,0.97525644,0.91162163,3682166623.617676,136.049,0.23698999,0.11033,Canada,
2021-08-31,CCA.TO,CAD,1827205882.94518,290391065.50085545,1536814817.4443245,1321153904.9578905,506051977.9872894,292239776.8460512,6.113848543167115,92703412.05310822,879159775.0816345,873492091.9142962,502020477.14436054,296592557.5185671,1321153904.9578905,47802400.0,47391520.0,6.164797281026841,,Communication Services,Telecom Services,2107807722.0035095,6072750810.733765,0.597,5.39,8.873548,8.396826,0.97525644,0.91162163,3682166623.617676,136.049,0.23698999,0.11033,Canada,
2020-08-31,CCA.TO,CAD,,,,,,,,,,,,,,,,,,Communication Services,Telecom Services,2107807722.0035095,6072750810.733765,0.597,5.39,8.873548,8.396826,0.97525644,0.91162163,3682166623.617676,136.049,0.23698999,0.11033,Canada,
2024-12-31,CL,USD,20101000000.0,7940000000.0,12161000000.0,7831000000.0,4330000000.0,2889000000.0,3.51,292000000.0,4859000000.0,4853000000.0,4248000000.0,2893626000.0,15771000000.0,823200000.0,819100000.0,3.53,34000,Consumer Defensive,Household & Personal Products,71859937280.0,78466678784.0,0.382,2.37,25.11898,22.971502,3.6025436,197.9241,8269000192.0,1128.104,0.21767001,0.14518,United States,
2023-12-31,CL,USD,19457000000.0,8131000000.0,11326000000.0,7241000000.0,4085000000.0,2300000000.0,2.77,287000000.0,4282000000.0,4246000000.0,3679000000.0,2326064000.0,15372000000.0,829200000.0,827400000.0,2.78,34000,Consumer Defensive,Household & Personal Products,71859937280.0,78466678784.0,0.382,2.37,25.11898,22.971502,3.6025436,197.9241,8269000192.0,1128.104,0.21767001,0.14518,United States,
2022-12-31,CL,USD,17967000000.0,7719000000.0,10248000000.0,6631000000.0,3617000000.0,1785000000.0,2.13,167000000.0,4043000000.0,3372000000.0,2827000000.0,2280869000.0,14350000000.0,838800000.0,836400000.0,2.13,34000,Consumer Defensive,Household & Personal Products,71859937280.0,78466678784.0,0.382,2.37,25.11898,22.971502,3.6025436,197.9241,8269000192.0,1128.104,0.21767001,0.14518,United States,
2021-12-31,CL,USD,17421000000.0,7046000000.0,10375000000.0,6465000000.0,3910000000.0,2166000000.0,2.55,117000000.0,4398000000.0,3760000000.0,3204000000.0,2648966000.0,13511000000.0,848300000.0,845000000.0,2.56,34000,Consumer Defensive,Household & Personal Products,71859937280.0,78466678784.0,0.382,2.37,25.11898,22.971502,3.6025436,197.9241,8269000192.0,1128.104,0.21767001,0.14518,United States,
2020-12-31,CL,USD,,,,,,,,,,,,,,,,,34000,Consumer Defensive,Household & Personal Products,71859937280.0,78466678784.0,0.382,2.37,25.11898,22.971502,3.6025436,197.9241,8269000192.0,1128.104,0.21767001,0.14518,United States,
2024-09-30,COLO-B.CO,DKK,4167688137.8889084,1350836691.6775703,2816851446.211338,1693441317.7371025,1123410128.4742355,778955252.4089813,3.4630512607097628,122579062.87908554,1299492254.0187836,1307510004.043579,1108608128.4284592,772621229.8893929,3044278009.414673,224900000.0,224900000.0,3.4630512607097628,16741,Healthcare,Medical Instruments & Supplies,21182852856.805664,24792836940.67383,0.548,3.59,30.238094,20.326775,4.9429274,8.101858,3741205432.6259766,143.218,0.27287,0.16349001,Denmark,140773187.93535233
2023-09-30,COLO-B.CO,DKK,3777593761.6825104,1260020253.8967133,2517573507.785797,1462160067.0218468,1055413440.7639503,737478814.7807121,3.422962510585785,98371625.3042221,1191715191.1854744,1192177753.686905,1027351315.677166,737111540.1545763,2722180320.91856,215500000.0,215400000.0,3.4245043855905535,16741,Healthcare,Medical Instruments & Supplies,21182852856.805664,24792836940.67383,0.548,3.59,30.238094,20.326775,4.9429274,8.101858,3741205432.6259766,143.218,0.27287,0.16349001,Denmark,134451500.415802
2022-09-30,COLO-B.CO,DKK,3481399573.266506,1087021878.361702,2394377694.904804,1328942066.6098595,1065435628.2949448,725606377.2439957,3.4090856355428696,26520250.08201599,1213455628.7527084,1114621440.9470558,971227065.5035973,801511033.4787369,2415963944.9715614,212800000.0,212500000.0,3.4137112605571747,16741,Healthcare,Medical Instruments & Supplies,21182852856.805664,24792836940.67383,0.548,3.59,30.238094,20.326775,4.9429274,8.101858,3741205432.6259766,143.218,0.27287,0.16349001,Denmark,133526375.41294098
2021-09-30,COLO-B.CO,DKK,2995246384.2630386,942548190.4149055,2052698193.848133,1072836628.317833,979861565.5303001,743954689.8007393,3.4892631357908246,3854687.511920929,1113542128.443718,1087021878.361702,964905377.9840469,764481363.3642197,2015384818.7327385,213200000.0,212800000.0,3.4954306358098988,16741,Healthcare,Medical Instruments & Supplies,21182852856.805664,24792836940.67383,0.548,3.59,30.238094,20.326775,4.9429274,8.101858,3741205432.6259766,143.218,0.27287,0.16349001,Denmark,116411562.86001205
2024-12-31,CMA,USD,3244000000.0,,,,,698000000.0,5.02,1749000000.0,,,,708192000.0,,134000000.0,133000000.0,5.06,7860,Financial Services,Banks - Regional,7537849856.0,9092510720.0,0.943,5.03,10.843101,10.467154,2.3308132,1.1304691,7431000064.0,,0.29543,0.22635001,United States,
2023-12-31,CMA,USD,3592000000.0,,,,,881000000.0,6.44,1661000000.0,,,,964930000.0,,132576000.0,131993818.0,6.47,7860,Financial Services,Banks - Regional,7537849856.0,9092510720.0,0.943,5.03,10.843101,10.467154,2.3308132,1.1304691,7431000064.0,,0.29543,0.22635001,United States,
2022-12-31,CMA,USD,3534000000.0,,,,,1151000000.0,8.47,206000000.0,,,,1151000000.0,,132554000.0,131074766.0,8.56,7860,Financial Services,Banks - Regional,7537849856.0,9092510720.0,0.943,5.03,10.843101,10.467154,2.3308132,1.1304691,7431000064.0,,0.29543,0.22635001,United States,
2021-12-31,CMA,USD,2967000000.0,,,,,1168000000.0,8.35,57000000.0,,,,1168000000.0,,136566000.0,134911243.0,8.45,7860,Financial Services,Banks - Regional,7537849856.0,9092510720.0,0.943,5.03,10.843101,10.467154,2.3308132,1.1304691,7431000064.0,,0.29543,0.22635001,United States,
2020-12-31,CMA,USD,,,,,,,,,,,,,,,,,7860,Financial Services,Banks - Regional,7537849856.0,9092510720.0,0.943,5.03,10.843101,10.467154,2.3308132,1.1304691,7431000064.0,,0.29543,0.22635001,United States,
2024-12-31,CBK.DE,EUR,14217366638.89885,,,8354226764.678955,,3078780981.4214706,2.392179470062256,14817711678.981781,,,,3537037461.5004063,,1187511643.0,1187511643.0,2.392179470062256,39069,Financial Services,Banks - Regional,36373060283.354004,-64294232817.54443,0.953,2.3,12.808219,12.635135,2.9554598,0.916457,19657274466.301025,,0.41559,0.25829,Germany,
2023-12-31,CBK.DE,EUR,13584819182.872772,,,8632547645.33043,,2557791894.9127197,1.874640642404556,11380103777.050972,,,,2796629163.359046,,1245699309.0,1245699309.0,1.874640642404556,39069,Financial Services,Banks - Regional,36373060283.354004,-64294232817.54443,0.953,2.3,12.808219,12.635135,2.9554598,0.916457,19657274466.301025,,0.41559,0.25829,Germany,
2022-12-31,CBK.DE,EUR,11949396487.474442,,,8522139362.0967865,,1650373817.0862198,1.138585420846939,4453134090.423584,,,,1827021319.8286295,,1252357634.0,1252357634.0,1.138585420846939,39069,Financial Services,Banks - Regional,36373060283.354004,-64294232817.54443,0.953,2.3,12.808219,12.635135,2.9554598,0.916457,19657274466.301025,,0.41559,0.25829,Germany,
2021-12-31,CBK.DE,EUR,11092582206.130028,,,8487636773.586273,,494537101.98402405,0.2645198452472687,2783208806.51474,,,,1785853981.3041687,,1252357634.0,1252357634.0,0.2645198452472687,39069,Financial Services,Banks - Regional,36373060283.354004,-64294232817.54443,0.953,2.3,12.808219,12.635135,2.9554598,0.916457,19657274466.301025,,0.41559,0.25829,Germany,
2020-12-31,CBK.DE,EUR,,,,,,,,,,,,,,,,,39069,Financial Services,Banks - Regional,36373060283.354004,-64294232817.54443,0.953,2.3,12.808219,12.635135,2.9554598,0.916457,19657274466.301025,,0.41559,0.25829,Germany,
2024-06-30,CBA.AX,AUD,17605306314.468384,,,7857243888.85498,,6056034549.713135,3.5959719734191897,24639305992.126465,,,,6308162598.28186,,1784000000.0,1673000000.0,3.6191801109313966,49682,Financial Services,Banks - Diversified,198708852017.6875,325677844802.875,0.848,2.44,31.620928,30.622925,11.529633,4.0953927,203811278843.9375,,0.5614,0.36541,Australia,
