Year-Month-Date,Ticker,Original Currency,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetIncome,DilutedEPS,InterestExpense,NormalizedEBITDA,EBITDA,EBIT,NormalizedIncome,TotalExpenses,DilutedAverageShares,BasicAverageShares,BasicEPS,fullTimeEmployees,sector,industry,marketCap,enterpriseValue,beta,dividendYield,trailingPE,forwardPE,priceToSalesTrailing12Months,priceToBook,totalDebt,debtToEquity,operatingMargins,profitMargins,country,ResearchAndDevelopment
2022-12-31,300118.SZ,CNY,4088024940.847923,3650862341.6170745,437162599.2308483,282910378.37107456,154252220.85977376,130074634.30816117,0.14746800303459168,50755523.31811291,381687656.4739455,343647793.8516039,200035459.30504453,163614169.8496539,3933772719.988149,882053270.0,882053270.0,0.14746800303459168,8351,Technology,Solar,1421047460.2131958,3204777544.5632324,1.06,2.08,,4.869565,0.55825377,0.89564174,2321081495.1987305,148.432,-0.068179995,-0.18709,China,111490477.84565158
2021-12-31,300118.SZ,CNY,2619744613.8537383,2446615755.4502745,173128858.4034643,246979110.19546548,-73850251.7920012,-5887406.45270727,-0.006956037878990174,55562505.648312345,214307314.99682862,173314371.3121054,58947980.06170173,24857301.310835164,2693594865.64574,846373547.0,846373547.0,-0.006956037878990174,8351,Technology,Solar,1421047460.2131958,3204777544.5632324,1.06,2.08,,4.869565,0.55825377,0.89564174,2321081495.1987305,148.432,-0.068179995,-0.18709,China,119640842.30603796
2024-12-31,RIVN,USD,4970000000.0,6170000000.0,-1200000000.0,3489000000.0,-4689000000.0,-4746000000.0,-4.69,318000000.0,-3280000000.0,-3392000000.0,-4423000000.0,-4634000000.0,9659000000.0,1013000000.0,1013000000.0,-4.69,14861,Consumer Cyclical,Auto Manufacturers,15648631808.0,13255985152.0,1.862,,,-4.9817514,3.1259751,2.514275,4869000192.0,78.154,-0.52823,-0.76828,United States,1613000000.0
2023-12-31,RIVN,USD,4434000000.0,6464000000.0,-2030000000.0,3709000000.0,-5739000000.0,-5432000000.0,-5.74,220000000.0,-4274000000.0,-4274000000.0,-5211000000.0,-5432000000.0,10173000000.0,947000000.0,947000000.0,-5.74,14861,Consumer Cyclical,Auto Manufacturers,15648631808.0,13255985152.0,1.862,,,-4.9817514,3.1259751,2.514275,4869000192.0,78.154,-0.52823,-0.76828,United States,1995000000.0
2022-12-31,RIVN,USD,1658000000.0,4781000000.0,-3123000000.0,3733000000.0,-6856000000.0,-6752000000.0,-7.4,103000000.0,-5993000000.0,-5993000000.0,-6645000000.0,-6752000000.0,8514000000.0,913000000.0,913000000.0,-7.4,14861,Consumer Cyclical,Auto Manufacturers,15648631808.0,13255985152.0,1.862,,,-4.9817514,3.1259751,2.514275,4869000192.0,78.154,-0.52823,-0.76828,United States,1944000000.0
2021-12-31,RIVN,USD,55000000.0,520000000.0,-465000000.0,3755000000.0,-4220000000.0,-4688000000.0,-5.208889,29000000.0,-4021000000.0,-4462000000.0,-4659000000.0,-4247000000.0,4275000000.0,900000000.0,900000000.0,-5.208889,14861,Consumer Cyclical,Auto Manufacturers,15648631808.0,13255985152.0,1.862,,,-4.9817514,3.1259751,2.514275,4869000192.0,78.154,-0.52823,-0.76828,United States,1850000000.0
2020-12-31,RIVN,USD,,,,,,,,,,,,,,,,,14861,Consumer Cyclical,Auto Manufacturers,15648631808.0,13255985152.0,1.862,,,-4.9817514,3.1259751,2.514275,4869000192.0,78.154,-0.52823,-0.76828,United States,
2024-12-31,ROCK-B.CO,EUR,4433582623.60096,1474410615.682602,2959172007.918358,2172512989.8786545,786659018.0397034,632547456.0260773,,19551466.822624207,1130534816.8611526,1122484212.8753662,820011520.2665329,638907433.1748486,3646923605.5612564,,,,12654,Industrials,Building Products & Equipment,67210924060.80029,68293996932.89258,1.285,2.26,14.546402,1.568914,14.999973,18.723576,0.0,,0.16058001,0.14117,Denmark,
2023-12-31,ROCK-B.CO,EUR,4163312346.935272,1497412341.3562775,2665900005.5789948,2055204188.9429092,610695816.6360855,447383564.3529892,2.0701553106307986,25301898.24104309,931569889.7838593,925819458.3654404,625646938.3239746,467725990.8994501,3552616530.2991867,216080000.0,215690000.0,2.0701553106307986,12654,Industrials,Building Products & Equipment,67210924060.80029,68293996932.89258,1.285,2.26,14.546402,1.568914,14.999973,18.723576,0.0,,0.16058001,0.14117,Denmark,
2022-12-31,ROCK-B.CO,EUR,4493387110.352516,1934445129.1561127,2558941981.1964035,2096607295.1555252,462334686.0408783,313973555.4456711,1.449108717441559,12650949.120521545,694652115.3450012,695802201.628685,424381838.67931366,313096039.61122036,4031052424.311638,216090000.0,215670000.0,1.4606095802783967,12654,Industrials,Building Products & Equipment,67210924060.80029,68293996932.89258,1.285,2.26,14.546402,1.568914,14.999973,18.723576,0.0,,0.16058001,0.14117,Denmark,
2021-12-31,ROCK-B.CO,EUR,3551466444.015503,1283496292.591095,2267970151.424408,1806785551.6672134,461184599.7571945,348476143.9561844,1.6101207971572875,11500862.836837769,694652115.3450012,694652115.3450012,463484772.3245621,348476143.9561844,3090281844.2583084,216160000.0,215670000.0,1.6216216599941253,12654,Industrials,Building Products & Equipment,67210924060.80029,68293996932.89258,1.285,2.26,14.546402,1.568914,14.999973,18.723576,0.0,,0.16058001,0.14117,Denmark,
2020-12-31,ROCK-B.CO,EUR,,,,,,,1.3237493125200273,,,,,,,217900000.0,217370000.0,1.3271995713710785,12654,Industrials,Building Products & Equipment,67210924060.80029,68293996932.89258,1.285,2.26,14.546402,1.568914,14.999973,18.723576,0.0,,0.16058001,0.14117,Denmark,
2024-10-31,RY.TO,CAD,41844198404.192924,,,,,11812828792.333603,8.188190013170242,56042155967.47398,,,,12520131196.223259,,1413755000.0,1411903000.0,8.202746795415878,94369,Financial Services,Banks - Diversified,179295047517.20703,-33067341945.748535,1.016,3.52,13.917928,13.840729,4.236776,2.016672,356215367259.0625,,0.41936,0.31331,Canada,
2023-10-31,RY.TO,CAD,37549947641.73031,,,,,10630090234.875679,7.511299638748169,45025583163.97667,,,,10860652197.507858,,1392529000.0,1391020000.0,7.518578029870987,94369,Financial Services,Banks - Diversified,179295047517.20703,-33067341945.748535,1.016,3.52,13.917928,13.840729,4.236776,2.016672,356215367259.0625,,0.41936,0.31331,Canada,
2022-10-31,RY.TO,CAD,35500352701.54476,,,,,11495490939.378738,8.0499005818367,13140407333.135605,,,,11448580252.913952,,1406034000.0,1403654000.0,8.064457364082337,94369,Financial Services,Banks - Diversified,179295047517.20703,-33067341945.748535,1.016,3.52,13.917928,13.840729,4.236776,2.016672,356215367259.0625,,0.41936,0.31331,Canada,
2021-10-31,RY.TO,CAD,36054966105.10349,,,,,11673083682.775497,8.0499005818367,5926793891.310692,,,,11674782459.263563,,1426735000.0,1424343000.0,8.064457364082337,94369,Financial Services,Banks - Diversified,179295047517.20703,-33067341945.748535,1.016,3.52,13.917928,13.840729,4.236776,2.016672,356215367259.0625,,0.41936,0.31331,Canada,
2020-10-31,RY.TO,CAD,,,,,,,,,,,,,,,,,94369,Financial Services,Banks - Diversified,179295047517.20703,-33067341945.748535,1.016,3.52,13.917928,13.840729,4.236776,2.016672,356215367259.0625,,0.41936,0.31331,Canada,
2025-01-31,CRM,USD,37895000000.0,17286000000.0,29252000000.0,21586000000.0,7666000000.0,6197000000.0,6.36,,11725000000.0,11143000000.0,7666000000.0,6680060000.0,38872000000.0,974000000.0,962000000.0,6.44,76453,Technology,Software - Application,251819966464.0,243774275584.0,1.377,0.64,41.222225,23.666666,6.525355,4.159587,12019999744.0,19.813,0.20124,0.16079001,United States,5493000000.0
2024-01-31,CRM,USD,34857000000.0,17082000000.0,26316000000.0,20317000000.0,5999000000.0,4136000000.0,4.2,,11223000000.0,9958000000.0,5999000000.0,5198600000.0,37399000000.0,984000000.0,974000000.0,4.25,76453,Technology,Software - Application,251819966464.0,243774275584.0,1.377,0.64,41.222225,23.666666,6.525355,4.159587,12019999744.0,19.813,0.20124,0.16079001,United States,4906000000.0
2023-01-31,CRM,USD,31352000000.0,16720000000.0,22992000000.0,21134000000.0,1858000000.0,208000000.0,0.21,,6711000000.0,5644000000.0,1858000000.0,1050930000.0,37854000000.0,997000000.0,992000000.0,0.21,76453,Technology,Software - Application,251819966464.0,243774275584.0,1.377,0.64,41.222225,23.666666,6.525355,4.159587,12019999744.0,19.813,0.20124,0.16079001,United States,5055000000.0
2022-01-31,CRM,USD,26492000000.0,7026000000.0,19466000000.0,18918000000.0,548000000.0,1444000000.0,1.48,,2635000000.0,3846000000.0,548000000.0,302561357.70235,25944000000.0,974000000.0,955000000.0,1.51,76453,Technology,Software - Application,251819966464.0,243774275584.0,1.377,0.64,41.222225,23.666666,6.525355,4.159587,12019999744.0,19.813,0.20124,0.16079001,United States,4465000000.0
2024-12-31,006400.KS,KRW,12115818064.115837,9856868189.162209,2258949874.953629,1993661498.2184157,265288376.73521328,437607147.38752526,6.42300769597233,245091507.45004463,2227707618.1262093,1999190755.3609624,630146993.7413266,622952442.520541,11850529687.380623,68131188.0,68131188.0,6.42300769597233,,Industrials,Electrical Equipment & Parts,9654169612.278809,17255988642.348633,0.946,0.55,,8.624357,0.8841835,,8642348527.429688,54.954,-0.17107001,0.0070599997,South Korea,947473896.8561962
2023-12-31,006400.KS,KRW,15653346935.273912,12891543163.851507,2761803771.4224052,1633273202.5461476,1128530568.8762577,1467142167.7077525,21.534744249199054,199740468.8758012,3190955432.501427,3200740991.4312234,1938959553.373592,1395202118.6364474,14524816366.397655,68129073.0,68129073.0,21.534744249199054,,Industrials,Electrical Equipment & Parts,9654169612.278809,17255988642.348633,0.946,0.55,,8.624357,0.8841835,,8642348527.429688,54.954,-0.17107001,0.0070599997,South Korea,802113370.6982983
2022-12-31,006400.KS,KRW,14694787105.875132,11612757704.805101,3082029401.0700307,1761801090.0433161,1320228311.0267146,1425477441.623748,20.92333641900437,65761925.85796397,3147415963.3969445,3071018530.794581,2002478659.659872,1484220202.4383698,13374558794.848417,68128592.0,68128592.0,20.92333641900437,,Industrials,Electrical Equipment & Parts,9654169612.278809,17255988642.348633,0.946,0.55,,8.624357,0.8841835,,8642348527.429688,54.954,-0.17107001,0.0070599997,South Korea,785962917.8664079
2021-12-31,006400.KS,KRW,9896690428.25272,7649384339.99116,2247306088.2615595,1467752223.2213182,779553865.0402412,854200112.7759326,12.537802769391615,41771433.22196743,2117457578.5438917,2170696608.3208838,1256354717.505197,814178016.8043481,9117136563.212479,68129969.0,68129969.0,12.537802769391615,,Industrials,Electrical Equipment & Parts,9654169612.278809,17255988642.348633,0.946,0.55,,8.624357,0.8841835,,8642348527.429688,54.954,-0.17107001,0.0070599997,South Korea,640866853.8803537
2024-12-31,SAND.ST,SEK,12665680690.318346,7600975158.005953,5064705532.312393,3090608325.481415,1974097206.8309784,1261950297.7877855,1.0049836970865726,262944965.2582407,2820963468.9092636,2782310249.7905493,1959666671.693325,1290708292.812109,10691583483.487368,1255986000.0,1254386000.0,1.006014449596405,41400,Industrials,Specialty Industrial Machinery,26984192299.452637,31342284153.921387,1.31,2.74,17.791986,15.345588,2.1253252,2.8188226,4759087498.905701,49.676,0.17771,0.11959,Sweden,495585806.72740936
2023-12-31,SAND.ST,SEK,13039328475.132584,7674570887.207985,5364757587.9246,2998252900.6004333,2366504687.3241663,1577051340.0435448,1.2554565569758416,270263308.0780506,3086897616.446018,3079373123.124242,2310534826.040268,1598036224.2407203,10672823787.808418,1255916000.0,1254386000.0,1.2575180619955062,41400,Industrials,Specialty Industrial Machinery,26984192299.452637,31342284153.921387,1.31,2.74,17.791986,15.345588,2.1253252,2.8188226,4759087498.905701,49.676,0.17771,0.11959,Sweden,462704801.6637564
2022-12-31,SAND.ST,SEK,11578649093.449116,6902124956.339598,4676524137.109518,2715105186.149478,1961418950.96004,1155679714.024067,0.9214927437901497,169043411.61251068,2584714993.6556816,2682636482.089758,1997392213.5531902,1252493143.5100734,9617230142.489075,1255325000.0,1254386000.0,0.922523496299982,41400,Industrials,Specialty Industrial Machinery,26984192299.452637,31342284153.921387,1.31,2.74,17.791986,15.345588,2.1253252,2.8188226,4759087498.905701,49.676,0.17771,0.11959,Sweden,431369925.36485195
2021-12-31,SAND.ST,SEK,8833549009.263515,5050171921.923757,3783377087.339759,1993990730.2707434,1789386357.0690155,1490571204.468608,1.1874268913269042,86480135.57493687,2428865214.1690254,2437935836.2555504,1819999706.6110373,1339518134.8617077,7044162652.1945,1255811000.0,1254386000.0,1.1884576438367367,41400,Industrials,Specialty Industrial Machinery,26984192299.452637,31342284153.921387,1.31,2.74,17.791986,15.345588,2.1253252,2.8188226,4759087498.905701,49.676,0.17771,0.11959,Sweden,357464970.40987015
2020-12-31,SAND.ST,SEK,,,,,,,,,,,,,,,,,41400,Industrials,Specialty Industrial Machinery,26984192299.452637,31342284153.921387,1.31,2.74,17.791986,15.345588,2.1253252,2.8188226,4759087498.905701,49.676,0.17771,0.11959,Sweden,
2024-12-31,SAN.PA,EUR,50932721159.21974,15186889376.044273,35745831783.17547,24863715366.95957,10882116416.215897,6394479737.281799,5.278896042108536,861414626.4791489,15223692137.122154,12688901967.88311,8564692554.593086,8399402153.902054,40050604743.003845,1251400000.0,1251400000.0,5.278896042108536,82878,Healthcare,Drug Manufacturers - General,116319977284.97461,132295451714.75684,0.405,4.71,16.647295,9.636891,2.2393,1.3435661,20601495526.021973,23.008,0.20781,0.13946,France,8503737981.557846
2023-12-31,SAN.PA,EUR,47864290954.351425,14523289590.358734,33341001363.99269,22788959711.19404,10552041652.798653,6210465931.892395,4.94537101984024,816561261.4154816,15650374148.368835,13099482771.158218,8005750620.722771,7956832850.732565,37312249301.55277,1256400000.0,1251700000.0,4.956871882677078,82878,Healthcare,Drug Manufacturers - General,116319977284.97461,132295451714.75684,0.405,4.71,16.647295,9.636891,2.2393,1.3435661,20601495526.021973,23.008,0.20781,0.13946,France,7483611447.930336
2022-12-31,SAN.PA,EUR,46648649752.49767,13665325222.730637,32983324529.767036,20417481794.23809,12565842735.528946,9627372280.716896,6.1759633433818815,534790121.91295624,16418631785.869598,15537665692.567825,11963197522.878647,9878008284.347534,34082807016.968727,1251900000.0,1251900000.0,6.1759633433818815,82878,Healthcare,Drug Manufacturers - General,116319977284.97461,132295451714.75684,0.405,4.71,16.647295,9.636891,2.2393,1.3435661,20601495526.021973,23.008,0.20781,0.13946,France,7476710930.228233
2021-12-31,SAN.PA,EUR,45054630163.31196,14094307406.544685,30960322756.767273,20440483519.911766,10519839236.855507,7156986943.364143,5.71592882990837,447383564.3529892,14395630012.869835,13269695541.143417,9415756404.519081,8057965540.898491,34534790926.45645,1252500000.0,1252500000.0,5.71592882990837,82878,Healthcare,Drug Manufacturers - General,116319977284.97461,132295451714.75684,0.405,4.71,16.647295,9.636891,2.2393,1.3435661,20601495526.021973,23.008,0.20781,0.13946,France,6546291126.728058
2020-12-31,SAN.PA,EUR,,,,,,,,,,,,,,,,,82878,Healthcare,Drug Manufacturers - General,116319977284.97461,132295451714.75684,0.405,4.71,16.647295,9.636891,2.2393,1.3435661,20601495526.021973,23.008,0.20781,0.13946,France,
2024-12-31,SAP.DE,EUR,39305348831.17676,10630247520.08915,28673951224.803925,19694077521.800995,8979873703.00293,3592869550.228119,3.0477286517620086,491086843.1329727,10640598296.642303,7442208341.71772,5970097898.602486,5707005310.433269,30324325041.890144,1180000000.0,1166000000.0,3.082231240272522,108187,Technology,Software - Application,335352694490.95703,334202479250.39844,0.941,0.94,51.324436,40.70847,8.296039,6.3809958,11623921848.375366,21.931,0.27238,0.16308,Germany,7491662051.916122
2023-12-31,SAP.DE,EUR,35890742654.919624,9975848424.67308,25916044316.530228,18999425406.455994,6916618910.074234,7060379695.534706,5.945946086645126,507188051.1045456,8603795488.238335,8228867359.757423,6649798892.259598,4595427365.786076,28975273831.129074,1180000000.0,1167000000.0,6.014951263666154,108187,Technology,Software - Application,335352694490.95703,334202479250.39844,0.941,0.94,51.324436,40.70847,8.296039,6.3809958,11623921848.375366,21.931,0.27238,0.16308,Germany,7273145658.016205
2022-12-31,SAP.DE,EUR,33949397008.06141,9244393548.250198,24706153546.094894,17746981443.52436,6959172102.570534,2626797071.9337463,2.2426682531833646,276020708.08410645,8765957654.237747,7270845485.448837,5466360106.348991,5205831032.473866,26991374991.77456,1175000000.0,1170000000.0,2.2541691160202024,108187,Technology,Software - Application,335352694490.95703,334202479250.39844,0.941,0.94,51.324436,40.70847,8.296039,6.3809958,11623921848.375366,21.931,0.27238,0.16308,Germany,6992524604.797363
2021-12-31,SAP.DE,EUR,30998275604.128838,8302472881.913185,22695802722.215652,15260494898.200035,7435307824.015617,6044853507.041931,5.245483735394955,334675108.55197906,9230592512.845993,11883841569.304466,10116158951.282501,5580501809.007235,23562967780.11322,1179579340.0,1179579340.0,5.245483735394955,108187,Technology,Software - Application,335352694490.95703,334202479250.39844,0.941,0.94,51.324436,40.70847,8.296039,6.3809958,11623921848.375366,21.931,0.27238,0.16308,Germany,6060954715.013504
2024-12-31,SU.PA,EUR,43879241981.38714,25169638318.419456,18709603662.96768,11153536779.165268,7556066883.802414,4909718345.046043,8.66014971613884,555491675.0192642,9450258993.029594,9270845532.774925,7502012828.469276,5300706278.392315,36323175097.584724,569085000.0,560716000.0,8.752156618833542,155822,Industrials,Specialty Industrial Machinery,137510651451.73535,149848180603.94336,0.952,1.82,26.943039,22.667732,3.133843,3.9162836,18761357472.12793,52.152,0.17157,0.11189,France,1504312859.0583801
2023-12-31,SU.PA,EUR,41290397756.81496,24025302466.1541,17265095290.66086,10405980694.770813,6859114595.890045,4603795393.586159,8.131110025644302,486486497.9982376,8453134185.07576,8379528662.919998,6700402688.741684,4659882801.468849,34431283160.92491,566588000.0,559846000.0,8.223116928339005,155822,Industrials,Specialty Industrial Machinery,137510651451.73535,149848180603.94336,0.952,1.82,26.943039,22.667732,3.133843,3.9162836,18761357472.12793,52.152,0.17157,0.11189,France,1343300779.3426514
2022-12-31,SU.PA,EUR,39305348831.17676,23346751558.78067,15958597272.396088,9564117535.114288,6394479737.281799,3998850008.368492,7.073030644655228,188614150.5241394,8043703468.084335,7319149109.363556,5614721236.944199,4537193896.898031,32910869093.89496,565161000.0,558129000.0,7.165037547349931,155822,Industrials,Specialty Industrial Machinery,137510651451.73535,149848180603.94336,0.952,1.82,26.943039,22.667732,3.133843,3.9162836,18761357472.12793,52.152,0.17157,0.11189,France,1196089735.031128
2021-12-31,SU.PA,EUR,33243244029.87957,19622772172.2126,13620471857.66697,8378378576.636314,5242093281.030655,3684876452.922821,6.520989228487014,157561820.86467743,6814261230.826378,6562392334.699631,4936170329.57077,3878311765.148163,28001150748.848915,564682000.0,556432000.0,6.624496994018554,155822,Industrials,Specialty Industrial Machinery,137510651451.73535,149848180603.94336,0.952,1.82,26.943039,22.667732,3.133843,3.9162836,18761357472.12793,52.152,0.17157,0.11189,France,983323772.5496292
2020-12-31,SU.PA,EUR,,,,,,,,,,,,,,,,,155822,Industrials,Specialty Industrial Machinery,137510651451.73535,149848180603.94336,0.952,1.82,26.943039,22.667732,3.133843,3.9162836,18761357472.12793,52.152,0.17157,0.11189,France,
2025-03-31,4204.T,JPY,8875109562.66895,5998652847.5862,2876449876.2600126,2138192122.9418368,738257753.3181757,560270552.7562648,1.3399305389262737,7098698.001354933,1146713280.128315,1195200533.3360286,827572778.2677859,526278997.003821,8136844970.528036,418134027.0,418134027.0,1.3399305389262737,26918,Industrials,Conglomerates,6931805810.05188,6973284813.667603,0.313,3.26,12.515958,12.681741,0.78103894,1.2676094,757939903.9766693,13.267,0.08934,0.06313,Japan,
2024-03-31,4204.T,JPY,8593240644.726902,5911088561.257347,2682152083.469555,2036567217.0650215,645584866.4045334,532949455.92060685,1.2547871958464383,7543221.479281783,1095052813.1704779,1130142812.6357496,769928341.4147794,508065487.57027125,7947655778.322369,424727000.0,424727000.0,1.2547871958464383,26918,Industrials,Conglomerates,6931805810.05188,6973284813.667603,0.313,3.26,12.515958,12.681741,0.78103894,1.2676094,757939903.9766693,13.267,0.08934,0.06313,Japan,
2023-03-31,4204.T,JPY,8497380866.417662,5917503376.984969,2579877489.4326925,1952989964.3920362,626887525.0406563,473677379.25611436,1.0886721915565432,5956614.604219794,1068559213.8860375,1044773788.4055823,686378444.0327436,513724321.57315314,7870493341.377005,435097378.0,435097378.0,1.0886721915565432,26918,Industrials,Conglomerates,6931805810.05188,6973284813.667603,0.313,3.26,12.515958,12.681741,0.78103894,1.2676094,757939903.9766693,13.267,0.08934,0.06313,Japan,
2022-03-31,4204.T,JPY,7918980594.584719,5484694802.407175,2434278953.354806,1826451227.2831054,607827726.0717005,253494642.4048394,0.5687848870642483,5293248.798698187,1001750754.5650005,816124589.0054852,483046566.4062649,396055537.5545472,7311146029.690281,445701000.0,445701000.0,0.5687848870642483,26918,Industrials,Conglomerates,6931805810.05188,6973284813.667603,0.313,3.26,12.515958,12.681741,0.78103894,1.2676094,757939903.9766693,13.267,0.08934,0.06313,Japan,
2025-03-31,SVT.L,GBP,3260510154.247284,262001681.32781982,2998508472.919464,2193021252.632141,805487220.287323,308221465.1107788,1.0265091514587403,513792015.0756836,1603853369.2359924,1554408949.3751526,943877851.9630432,343673114.151001,2455022933.959961,300200000.0,299500000.0,1.0291963481903077,9846,Utilities,Utilities - Regulated Water,11062251821.623535,22463236614.926758,0.335,4.53,36.026314,0.17457281,3.3927977,464.2252,13029007411.875,547.611,0.23754999,0.09453,United Kingdom,
2024-03-31,SVT.L,GBP,3141601698.8754272,492294441.22314453,2649307257.6522827,1969715204.2388916,679592053.4133911,188372490.88287354,0.683891568183899,542410660.2668762,1419108593.9407349,1388340191.3642883,812877011.2991333,209787299.07608032,2462009645.462036,275700000.0,274900000.0,0.6852351665496826,9846,Utilities,Utilities - Regulated Water,11062251821.623535,22463236614.926758,0.335,4.53,36.026314,0.17457281,3.3927977,464.2252,13029007411.875,547.611,0.23754999,0.09453,United Kingdom,
2023-03-31,SVT.L,GBP,2909024821.7582703,449433653.3546448,2459591168.4036255,1778924236.2976074,680666932.1060181,177623703.956604,0.705389142036438,598438712.1200562,1344270164.9665833,1384712475.7766724,824028877.7351379,145795605.34906387,2228357889.652252,251900000.0,250800000.0,0.7080763387680054,9846,Utilities,Utilities - Regulated Water,11062251821.623535,22463236614.926758,0.335,4.53,36.026314,0.17457281,3.3927977,464.2252,13029007411.875,547.611,0.23754999,0.09453,United Kingdom,
2022-03-31,SVT.L,GBP,2611014704.2274475,271541229.72488403,2339473474.5025635,1665927613.735199,673545860.7673645,-117161777.49633789,-0.47294662475585936,432235594.2726135,1272522012.2337341,1340105010.0326538,800515906.3339233,-168254523.83232117,1937468843.460083,247900000.0,247900000.0,-0.47294662475585936,9846,Utilities,Utilities - Regulated Water,11062251821.623535,22463236614.926758,0.335,4.53,36.026314,0.17457281,3.3927977,464.2252,13029007411.875,547.611,0.23754999,0.09453,United Kingdom,
2021-03-31,SVT.L,GBP,,,,,,,,,,,,,,,,,9846,Utilities,Utilities - Regulated Water,11062251821.623535,22463236614.926758,0.335,4.53,36.026314,0.17457281,3.3927977,464.2252,13029007411.875,547.611,0.23754999,0.09453,United Kingdom,
2024-12-31,055550.KS,KRW,12828657442.74715,,,,,3249561603.18153,6.163698543328792,13002867178.55744,,,,3366427579.5291977,,506231595.0,506231595.0,6.163698543328792,,Financial Services,Banks - Regional,21439956081.28418,50512114147.69336,0.582,3.79,,5.6217117,2.0050733,,114060999114.86719,,0.49495,0.31529,South Korea,
2023-12-31,055550.KS,KRW,12442914041.812065,,,,,3189580732.935574,5.8767262026667595,12239252765.503246,,,,3235982630.1205373,,519207776.0,519207776.0,5.8767262026667595,,Financial Services,Banks - Regional,21439956081.28418,50512114147.69336,0.582,3.79,,5.6217117,2.0050733,,114060999114.86719,,0.49495,0.31529,South Korea,
2022-12-31,055550.KS,KRW,11003015353.245195,,,,,3406896927.2351823,6.662295027186391,6933684034.429491,,,,3153591648.1615667,,508778517.0,508778517.0,6.662295027186391,,Financial Services,Banks - Regional,21439956081.28418,50512114147.69336,0.582,3.79,,5.6217117,2.0050733,,114060999114.86719,,0.49495,0.31529,South Korea,
2021-12-31,055550.KS,KRW,15917905197.25019,,,,,2934897526.9598885,5.336371159180999,2887909274.6716924,,,,2981716183.70622,,534049948.0,534049948.0,5.336371159180999,,Financial Services,Banks - Regional,21439956081.28418,50512114147.69336,0.582,3.79,,5.6217117,2.0050733,,114060999114.86719,,0.49495,0.31529,South Korea,
2020-12-31,055550.KS,KRW,,,,,,,,,,,,,,,,,,Financial Services,Banks - Regional,21439956081.28418,50512114147.69336,0.582,3.79,,5.6217117,2.0050733,,114060999114.86719,,0.49495,0.31529,South Korea,
2024-09-30,SIE.DE,EUR,87326051520.10918,53027028281.8079,34299023238.301277,23413456563.23433,10885566675.066948,9546866240.859032,11.937895624637605,2052904016.3755417,17672225835.084915,18596895207.16667,14964922723.293304,8718620102.801323,76440484845.04224,798915000.0,788674000.0,12.11040856719017,327000,Industrials,Specialty Industrial Machinery,188080184268.83594,247128781171.56836,1.1,2.48,21.219513,24.593641,2.1014342,2.8561656,66155263062.84717,91.052,0.11778,0.12639,Germany,7217941516.399384
2023-09-30,SIE.DE,EUR,86120761094.80858,52634848859.07173,33485912235.736847,22673951082.82566,10811961152.911186,9142035869.002342,11.39735507130623,1574468122.3630905,15711328721.404076,18446233904.004097,14370328114.628792,7032708619.549274,75308799941.8974,801342000.0,791538000.0,11.546866288185118,327000,Industrials,Specialty Industrial Machinery,188080184268.83594,247128781171.56836,1.1,2.48,21.219513,24.593641,2.1014342,2.8561656,66155263062.84717,91.052,0.11778,0.12639,Germany,7030477452.158928
2022-09-30,SIE.DE,EUR,82779760440.70721,53053480266.33263,29726280174.37458,21358252374.29142,8368027800.08316,4281771234.154701,5.278896042108536,792409449.4581223,13091432167.172432,13115583979.129791,9020126722.931862,4290948922.698498,74411732640.62405,809680000.0,801338000.0,5.347901219129563,327000,Industrials,Specialty Industrial Machinery,188080184268.83594,247128781171.56836,1.1,2.48,21.219513,24.593641,2.1014342,2.8561656,66155263062.84717,91.052,0.11778,0.12639,Germany,6430132412.075996
2021-09-30,SIE.DE,EUR,71610122453.57037,45459460535.16865,26150661918.40172,18767107977.15187,7383553941.249847,7085681593.775749,8.729154893159865,740655566.6923523,12763657576.322556,12898217671.513557,9361702349.185944,5763136527.152285,64226568512.32052,811490000.0,801829000.0,8.832662658691406,327000,Industrials,Specialty Industrial Machinery,188080184268.83594,247128781171.56836,1.1,2.48,21.219513,24.593641,2.1014342,2.8561656,66155263062.84717,91.052,0.11778,0.12639,Germany,5588269252.419472
2024-12-31,LIGHT.AS,EUR,7064980040.669441,4256469335.913658,2808510704.755783,2258769461.1549377,549741243.6008453,377228301.0482788,2.9557217490673064,142610699.17678833,889016697.2875595,889016697.2875595,595744694.9481964,377228301.0482788,6515238797.068596,127536000.0,126222000.0,2.99022433757782,29697,Industrials,Electrical Equipment & Parts,3038388258.211487,4275803666.445923,0.938,7.09,7.7608695,6.7147336,0.431468,0.88144517,1787234084.8445892,48.991,0.06906,0.05732,Netherlands,305922951.45988464
2023-12-31,LIGHT.AS,EUR,7710178445.81604,4768257732.152939,2941920713.663101,2517538874.9837875,424381838.67931366,233467515.5878067,1.8286371910572052,154111562.0136261,777458327.7702332,777458327.7702332,462334686.0408783,233467515.5878067,7285796607.136726,127338000.0,125951000.0,1.8516389167308809,29697,Industrials,Electrical Equipment & Parts,3038388258.211487,4275803666.445923,0.938,7.09,7.7608695,6.7147336,0.431468,0.88144517,1787234084.8445892,48.991,0.06906,0.05732,Netherlands,354226575.3746033
